ID,Artist,Created_Time,User_ID,Message,Like,Share,Commite,Fan,Tag
11,Adele, 2016-11-14T180150+0000,"'id': '9770929278_10154431322869279',","'message': 'For further details go to http://adele.com/live\n\nThinking of you, New Zealand. Stay tuned for more news. ??????'},",38565,2393, 3917),64934259,tag:
12,Adele, 2016-10-31T163453+0000,"'id': '9770929278_10154388759364279',","'message': '?? Vanity Fair \n\nhttp://smarturl.it/AdeleVF'},",45647,1599, 1880),64934259,tag:
13,Adele, 2016-07-25T170739+0000,"'id': '9770929278_10154097180694279',","'message': 'Adele is pleased to announce 2 additional shows in LA, at STAPLES Center, on 20 & 21 August. Tickets go on sale Friday, 29 July at 10am PDT, here:  http://adele.com/live/'},",75107,4358, 5375),64934259,tag:
14,Adele, 2016-05-23T020723+0000,"'id': '9770929278_10153946126774279',","'message': 'Watch the new video for Send My Love (To Your New Lover): http://smarturl.it/SMLvideo'},",203605,5173, 4913),64934259,tag:
15,Adele, 2016-05-22T075952+0000,"'id': '9770929278_10153944323359279',","'message': 'Hallenstadion, Zurich, May 18, 2016',",1414513,13016, 13680),64934259,tag:
16,Adele, 2016-05-16T105953+0000,"'id': '9770929278_10153930731249279',","'message': 'Coming soon...'},",304231,8366, 4494),64934259,tag:
17,Adele, 2016-03-16T152313+0000,"'id': '9770929278_10153774683354279',","'message': 'Some tickets have been made available to the London shows The O2'},",203605,5173, 4913),64934259,tag:
18,Adele, 2016-02-25T114438+0000,"'id': '9770929278_10153718728164279',","'message': ""Watch Adele perform When We Were Young at last night's BRIT Awards, here: http://smarturl.it/WWWYBrits""},",43133,960, 1876),64934259,tag:
19,Adele, 2016-02-19T200506+0000,"'id': '9770929278_10153707370454279',","'message': 'The Ellen Show. You can watch more here: http://www.ellentv.com/tags/Adele/'},",329203,24302, 33443),64934259,tag:
20,Adele, 2016-02-12T150436+0000,"'id': '9770929278_10153692409984279',","'message': '?? Vogue http://vogue.cm/HMAI4i2'},",61061,2164, 2996),64934259,tag:
21,Adele, 2016-02-05T100200+0000,"'id': '9770929278_10153678195774279',","'message': 'Adele’s new single, When We Were Young, is out today. http://smarturl.it/WWWYsingle'},",629446,16810, 12155),64934259,tag:
22,Adele, 2016-01-14T075618+0000,"'id': '9770929278_10153634313009279',","'message': 'I had the best time doing this! We met 7 years ago in an aeroplane hanger in Wales!! Love you mate X \nhttp://smarturl.it/carpoolkaraoke'},",224179,67268, 13581),64934259,tag:
23,Adele, 2015-12-17T144056+0000,"'id': '9770929278_10153573582924279',","'message': 'Tickets for Adele’s 2016 US tour go on sale today at 10am local time of the event location. http://live.adele.com'},",629446,16810, 12155),64934259,tag:
24,Adele, 2015-12-14T170002+0000,"'id': '9770929278_10153567777234279',","'message': 'Tonight, 10/9C on NBC.'},",629446,16810, 12155),64934258,tag:
25,Adele, 2015-12-14T120127+0000,"'id': '9770929278_10153567444869279',","'message': 'Adele is pleased to announce she will be touring North America in 2016. For all dates and ticket information please visit http://live.adele.com/north-america/'},",100729,11783, 4191),64934258,tag:
26,Adele, 2015-12-04T093552+0000,"'id': '9770929278_10153548870484279',","'message': ""Due to demand a number of additional dates have been added to Adele's 2016 UK & European Tour. The additional dates are in Manchester, London, Birmingham, Zurich, Amsterdam and Antwerp. Tickets go on general sale Monday 7th December at 9.00am GMT. For more information visit http://live.adele.com.""},",629446,16810, 12155),64934258,tag:
27,Adele, 2015-11-26T130133+0000,"'id': '9770929278_10153534517994279',","'message': 'Go to http://live.adele.com for details'},",629446,16810, 12155),64934258,tag:
28,Adele, 2015-11-24T234859+0000,"'id': '9770929278_10153531503194279',","'message': 'Today Show from 8am, tomorrow morning on NBC.'},",30798,1138, 3298),64934258,tag:
29,Adele, 2015-11-24T152838+0000,"'id': '9770929278_10153530778789279',","'message': ""Watch Adele perform Water Under The Bridge live on last night's Fallon - http://Adele.com/home""},",179007,20380, 6343),64934258,tag:
30,Adele, 2015-11-21T222030+0000,"'id': '9770929278_10153526290709279',","'message': 'SNL at 11.30pm on NBC'},",63284,8164, 3283),64934258,tag:
31,Adele, 2015-11-20T200005+0000,"'id': '9770929278_10153524281159279',","'message': 'BBC1 at 8:30pm'},",219076,10566, 7846),64934258,tag:
32,Adele, 2015-11-20T171831+0000,"'id': '9770929278_10153524026799279',","'message': 'Tonight, Adele is heading to Joe’s Pub in NYC for an iHeartRadio Album Premiere. You can listen to the show here. \n\nhttp://bit.ly/iHeartRadioAdeleAlbumPremiere'},",689834,12613, 10962),64934258,tag:
33,Adele, 2015-11-20T135635+0000,"'id': '9770929278_10153523641324279',","'message': '25'},",579806,56777, 16040),64934258,tag:
34,Adele, 2015-11-18T174915+0000,"'id': '9770929278_10153520404164279',","'message': 'Adele talks to Zane Lowe. Watch it here: http://itunes.com/adele'},",48598,4471, 7752),64934258,tag:
35,Adele, 2015-11-17T080402+0000,"'id': '9770929278_10153518124659279',","'message': 'Watch the first performance of When We Were Young, recorded live at The Church Studios in London, at Adele.com/home'},",107716,19103, 7602),64934258,tag:
36,Adele, 2015-11-13T160452+0000,"'id': '9770929278_10153512369794279',","'message': '1 week to go!'},",73354,18493, 5162),64934258,tag:
37,Adele, 2015-11-10T202228+0000,"'id': '9770929278_10153507991844279',","'message': 'I am so excited this magazine has come back, and I have guest edited the first one. The new Observer Music magazine xx'},",38344,1814, 4201),64934258,tag:
38,Adele, 2015-11-03T134534+0000,"'id': '9770929278_10153495788994279',","'message': 'RS x Rolling Stone'},",196553,32128, 19679),64934258,tag:
39,Adele, 2015-10-30T113903+0000,"'id': '9770929278_10153488763949279',","'message': 'Adele will perform a special one night only concert in New York City at Radio City Music Hall on Tuesday, November 17.  For updates about how you can get tickets, sign-up at http://Adele.com/AdeleLiveInNYC'},",49290,1333, 1518),64934258,tag:
40,Adele, 2015-10-27T151013+0000,"'id': '9770929278_10153484014229279',","'message': 'Read the i-D story here:'},",151138,9904, 3815),64934258,tag:
41,Adele, 2015-10-25T100249+0000,"'id': '9770929278_10153479901989279',","'message': 'On set with Xavier Dolan'},",80395,1962, 1854),64934258,tag:
42,Adele, 2015-10-24T140219+0000,"'id': '9770929278_10153478347704279',","'message': '?? i-D http://bit.ly/1NXQubL'},",90326,2191, 2554),64934258,tag:
43,Adele, 2015-10-24T090942+0000,"'id': '9770929278_10153477977224279',","'message': 'On set with Xavier Dolan'},",32491,1615, 850),64934258,tag:
44,Adele, 2015-10-23T065858+0000,"'id': '9770929278_10153475629544279',","'message': 'Hello is out today with a brand new video, and the new album 25 is now available to pre-order, all at Adele.com'},",146170,7174, 4805),64934258,tag:
45,Adele, 2015-10-22T141504+0000,"'id': '9770929278_10153473885009279',","'message': '25 out November 20th'},",57069,1307, 1188),64934258,tag:
46,Adele, 2015-10-21T110117+0000,"'id': '9770929278_10153471860189279',","'message': 'Hello...'},",300072,51233, 10658),64934258,tag:
47,Adele, 2015-03-22T095205+0000,"'id': '9770929278_10152989346224279',","'message': '#cleanwaterforall'},",129201,6027, 3488),64934258,tag: #cleanwaterforall
48,Adele, 2013-02-25T163611+0000,"'id': '9770929278_10151396369394279',","'message': ""Last night, Adele's Skyfall was named Best Original Song at the 85th Academy Awards. Adele accepted the Oscar with co-writer Paul Epworth. \r\n\r\nEarlier in the ceremony, Adele performed Skyfall live for the first time anywhere.""},",142466,5824, 2960),64934258,tag:
49,Adele, 2013-02-24T145313+0000,"'id': '9770929278_10151394194074279',","'message': 'Tonight, Adele will perform her Oscar-nominated song Skyfall at the 85th Academy Awards in Los Angeles. This will be the first live performance of Skyfall anywhere in the world.\r\n\r\nSkyfall is nominated in the Best Original Song category. The Oscars broadcast begins at 4pm PST / 7pm EST / 12am GMT.\r\n\r\nhttp://www.adele.tv/news/436/watch-the-first-ever-live-performance-of-skyfall-tonight-at-the-oscars'},",581782,18727, 8292),64934258,tag:
50,Adele, 2013-02-22T164842+0000,"'id': '9770929278_297944166998747',","'message': ""This week, Skyfall was named Best British Single at the 2013 Brit Awards. Watch Adele's acceptance speech here.\n\nhttp://youtu.be/bISAh-ZrzOM""},",97164,6812, 4374),64934258,tag:
51,Adele, 2013-01-23T125316+0000,"'id': '9770929278_522953991060016',","'message': ""We are delighted to confirm that Adele will perform her Oscar-nominated song Skyfall at the 85th Academy Awards in Los Angeles on 24 February.\n\nAdele will perform Skyfall live for the first time anywhere during her exclusive Oscar show performance. It will also be Adele's first public performance since the Grammys last year. \n\nhttp://www.adele.tv/news/434/adele-to-perform-skyfall-at-academy-awards""},",111167,5722, 1976),64934258,tag:
52,Adele, 2013-01-14T160330+0000,"'id': '9770929278_377213739041832',","'message': 'Last night in Los Angeles, Adele’s Skyfall won Best Original Song at the 70th annual Golden Globes Awards. \n\nAdele was on hand to collect the award, you can watch her acceptance speech here:\n\nhttp://youtu.be/De_X-63qTjE'},",417221,4447, 3422),64934258,tag:
53,Adele, 2013-01-10T222927+0000,"'id': '9770929278_10151295137954279',","'message': 'Earlier today in London, the nominations for this year’s Brit Awards were announced. We’re pleased to announce that Adele’s Skyfall has been nominated for Best British Single.'},",463318,12338, 6544),64934258,tag:
54,Adele, 2013-01-10T142123+0000,"'id': '9770929278_401045993316701',","'message': ""The nominations for this year’s Academy Awards were just announced in Los Angeles and we are delighted that Adele's Skyfall has been nominated for Best Original Song.\n\nhttp://www.adele.tv/news/431/skyfall-nominated-for-best-original-song-at-academy-awards""},",175797,1502, 1576),64934258,tag:
55,Adele, 2012-11-28T180424+0000,"'id': '9770929278_10151226042309279',","'message': 'We’re pleased to announce that Adele’s album 21 has reached yet another momentous milestone this week, surpassing 10 million albums sold in the U.S. This sales achievement earns Adele, and 21, Diamond Certification by the RIAA.'},",843326,153931, 32247),64934259,tag:
56,Adele, 2012-10-04T231855+0000,"'id': '9770929278_10151150035574279',","'message': ""Adele's new James Bond theme, Skyfall, is out now. Listen here: http://smarturl.it/AdeleSkyfallVideo\r\n\r\nBuy it here: http://smarturl.it/AdeleSkyfall""},",1446935,95377, 32687),64934259,tag:
57,Adele, 2012-10-04T102050+0000,"'id': '9770929278_359490080801105',","'message': ""Adele's new James Bond theme, Skyfall, will premiere at 0:07hrs BST (London Time) 5th October on http://home.adele.tv/\n\nPre-order now or buy at 0:07hrs BST here: http://smarturl.it/AdeleSkyfall"",",716021,109528, 20480),64934259,tag:
58,Adele, 2012-10-01T155215+0000,"'id': '9770929278_10151145667714279',","'message': ""Adele's new James Bond theme, Skyfall, premieres at 0.07hrs BST (London Time) on Friday 5th October (7:07pm EST on October 4th) at http://home.adele.tv\r\n\r\nPre-order Skyfall now from iTunes and be one of the first to own it. http://smarturl.it/AdeleSkyfall""},",250735,11603, 4779),64934259,tag:
59,Adele, 2012-09-27T134415+0000,"'id': '9770929278_150191731791461',","'message': 'SALE ON THE OFFICIAL ADELE STORE TODAY! \n\nThe exclusive 24 hour sale on the Official Adele Store is under way, the sale which started this morning at 9am finishes tomorrow, Friday 28th September, at 9am (BST).\nGo to the official store now http://adele.sandbag.uk.com/ to take advantage if huge discounts of up to 50% on t-shirts, accessories and more.'},",750470,42424, 42784),64934259,tag:
60,Adele, 2012-05-31T183537+0000,"'id': '9770929278_366521283409495',","'message': 'Just a reminder, Adele will appear on NBC this weekend as part of a special broadcast event, ""Adele Live In London with Matt Lauer"". Tune in Sunday, June 3 at 8 PM ET http://bit.ly/JJiJpV'},",159226,10753, 9484),64934259,tag:
61,Adele, 2012-05-11T171033+0000,"'id': '9770929278_411450265552500',","'message': 'Adele sits down with Matt Lauer for an exclusive interview from London to recap the amazing year that followed the release of ""21.""  Performances include ""Hometown Glory,"" ""I\'ll Be Waiting,"" ""Set Fire to the Rain,"" ""Chasing Pavements,"" ""Someone Like You,"" and ""Rolling in the Deep.""',",90535,7496, 4728),64934259,tag:
62,Adele, 2012-05-11T170700+0000,"'id': '9770929278_438361129526957',","'message': 'Don’t miss ""Adele Live In London with Matt Lauer"" airing on NBC Sunday, June 3 at 8 PM ET http://bit.ly/JJiJpV'},",56305,1740, 4421),64934259,tag:
63,Adele, 2012-05-10T165905+0000,"'id': '9770929278_409524242414613',","'message': 'Watch an exclusive clip from “Adele Live in London with Matt Lauer” featured now on The Today Show  http://on.today.com/J35LRL'},",155415,14032, 7375),64934259,tag:
64,Adele, 2012-02-14T183116+0000,"'id': '9770929278_275197859212864',","'message': ""5 was my favourite number but now it's 6... Read more here: http://bit.ly/zu3Azy""},",210720,2838, 5268),64934259,tag:
65,Adele, 2012-02-13T203603+0000,"'id': '9770929278_359954170690232',","'message': 'Adele takes home 6 GRAMMY Awards including ""Record of the Year"", ""Song of the Year"" and ""Album of the Year"" READ MORE...'},",72816,4263, 3140),64934259,tag:
66,Adele, 2012-02-10T143134+0000,"'id': '9770929278_236356923118610',","'message': ""Adele's brand new Android app is available now, absolutely free, from the Android Market! Join hundreds of thousands of fans and keep up-to-date with all the latest Adele news, tweets and blog posts, watch Adele videos, preview songs, and much more.\n\nThe Official Adele Android app is now available for free from the Android Market, just click here: \n\nhttp://bit.ly/adeleandroid\n\nAdele's iPhone app is also available for free from the Apple App Store: \n\nhttp://bit.ly/adeleiphone""},",154929,2335, 6389),64934259,tag:
67,Adele, 2012-02-09T172653+0000,"'id': '9770929278_340287709345389',","'message': 'Adele will appear on 60 Minutes Sunday, Feb. 12 at 7 p.m. ET/PT on CBS.'},",194614,24781, 9722),64934259,tag:
68,Arlo Guthrie, 2018-04-04T211749+0000,"id: '200413315194_10160452161960195',","message: ""April 4, 2018 - San Juan Capistrano, CA - The Coach House\n\nAfter a 20 year break from doing regular shows here, we've returned to find it much the same. There's a comfort in that. I'm sure they've made some changes to the venue since then, but I am not a detail kind of guy, so I wouldn't know.\n\nI guess I've changed the set list a little since then too. But for most folks some songs will be familiar. My son, Abe was here with me back in the 90's with his band, Xavier. And he'll be here tonight too, in addition to my daughter, Sarah Lee. It's a kind of family show I could not have imagined 20 years ago.\n\nThe Coach House has seating around the stage on 3 sides, so it's hard to get a picture of it. Here's a photo looking out from one corner of the stage. I love the chairs still up on the tables as we begin our load-in for the gig tonight. Like the old days...""},",324,16, 18),236196,tag:
69,Arlo Guthrie, 2018-04-04T151514+0000,"id: '200413315194_10160451026075195',","message: ""April 4, 2018 - Solana Beach, CA - On The Road To San Juan Capistrano\n\nIt was fun last night being back at The Belly Up Tavern in Solana Beach. This is probably the only place we've been coming to that most people have to stand for the gig. Never-the-less it was Sold Out and packed with friends. I hope everyone had as good a time as we did.\n\nToday we're heading to The Coach House - It has to be 20 years since I've played there routinely. I'm happy it's still thriving. I doubt any of the people we worked with are still there, so time to make new friends in old places. \n\nThe Coach House, and places like it were my bread and butter for over a quarter of a century. I remember it all fondly. Most of those venues are gone now, but a few still remain. I'm thrilled we get to revisit this one. \n\nHere's a picture of The Belly Up at load-in last evening.""},",440,17, 32),236196,tag:
70,Arlo Guthrie, 2018-03-31T145243+0000,"id: '200413315194_10160434191815195',","message: ""March 31, 2018 - Flagstaff, AZ - The Orpheum\n\nWe got thru our Arizona gigs ending last night at The Orpheum in Flagstaff where we've been a few times over the past years. It was a lovely time although the altitude caused us a little difficulty.  At about 7,000 feet up it's not really high, not like Telluride, CO or something, but still it was enough to be noticed.\n\nToday we begin our trek to the left coast for our shows there beginning in a couple of days in Solana Beach, CA at The Belly Up Tavern. It'll be good to get some moisture in the air, and even a little more air in general.""},",477,8, 45),236196,tag:
71,Arlo Guthrie, 2018-03-29T234211+0000,"id: '200413315194_10160426813805195',","message: 'March 29, 2018 - Mesa, AZ - The Mesa Performing Arts Center.\n\nIf I remember right, the performing arts center here in Mesa brought us in to perform for a few years out in a nearby park. It was always way too hot, but we did it anyway, and thought about jumping into the ponds or whatever they\'re called. This is a little less strenuous. In fact, this is wonderful.\n\nFor some strange reason, I have lots of family and dear friends out here. I don\'t get to see \'em except on occasions like this - a few moments before or after the gigs. I called my first cousin, Hugh to check in, and had a nice little catch-up. Usually I like spending a day or here without doing a gig, just to have time to go get some food with family. But, this year we\'re just passing thru pretty quickly. I wrote a note to myself to remind me, ""Don\'t rush thru here again."" \n\nBut anyway, we\'re in this beautiful venue with a completely different show than we had last time we were here. And I\'m looking forward to it! Nice to be back in town!'},",380,2, 32),236196,tag:
72,Arlo Guthrie, 2018-03-28T224905+0000,"id: '200413315194_10160421810155195',","message: ""March 28, 2018 - Tucson, AZ - The Fox Theatre\n\nWe've been busy setting up the stage for the show this evening, and I've been recalling the times decades ago when we first began playing here in town. It wasn't at this really wonderful theater, and I can't remember that far back. But at some point, we began a run of gigs here at The Fox, and it's great to be back again, with a totally new show.\n\nWe got into Tucson last evening after an all day haul from Santa Fe. We wandered into the courtyard of the hotel we're staying at, and the orange blossoms blooming were totally intoxicating. \n\nTonight is the first of a 3 day streak of shows in Arizona. I've got family and friends here which makes it feel like home.""},",398,18, 36),236196,tag:
73,Arlo Guthrie, 2018-03-26T161319+0000,"id: '200413315194_10160408697675195',","message: ""March 26, 2018 - Santa Fe, NM - Day Off\n\nIt's been a great few days here in the Southwest. We had a really nice show at The Lensic in Santa Fe last Saturday night. Full house with an enthusiastic crowd. We've been roaming the streets looking at stuff no one can afford, but still nice to look. We used to play up the road in Taos. Personally, we had more friends and loved spending time up there. I hope we can get back up there one of these days. \n\nMeanwhile, here in Santa Fe we've got another day to catch up with everything before the long road tomorrow down to The Fox Theater in Tucson for a gig there Wednesday night. \n\nThroughout the years we also used to love going to Albuquerque for gigs there - Mostly at The KiMo theater. We always stopped in to see our friend Stuart who ran the Man's Hat Shop - Gonna miss all of that this time. But, we'll be back.\n\nI'v e been taking photos of the places we've been doing - Mostly just to help remember them all. Empty theaters before folks came in. It's just a quirky fascination of mine. My cameras are in a different bus (which is in the shop getting some needed repairs) and nowhere near me, but thank goodness that cameras are built into cell phones these days.\n\nSo here's a photo (another one) from the other night at The Lensic in Santa Fe.""},",548,20, 46),236196,tag:
74,Arlo Guthrie, 2018-03-24T194618+0000,"id: '200413315194_10160399994830195',","message: 'March 24, 2018 - Santa Fe, NM\n\nIt warmed my heart to see so many people of all ages out today all over the world, supporting young people as they took to the streets in the “March For Our Lives.”\n\nMy friend, Marti and I caught up with my daughter, Sarah Lee in Santa Fe at the Plaza where we’ve been attending the rally. \n\nEnough is indeed sometimes enough.'},",6094,1046, 290),236196,tag:
75,Arlo Guthrie, 2018-03-22T182220+0000,"id: '200413315194_10160390089660195',","message: 'March 22, 2018 - On The Way to New Mexico\n\nA little over 20 years ago I decided to travel from Denmark to Boston via Iceland. I\'d never been there, and I wanted to go. So I arrived in Reykjavik not knowing anyone, and went to a hotel chosen by the taxi driver. I checked in at the front desk when the woman who checked me in asked if I wanted to get something to eat. I answered in the affirmative. \n\nShe led my into a dining room, where she seated me, and asked what I wanted. I realized she was also the restaurant staff and might even be the cook. \n\nWe got to chatting, and in passing I mentioned that I\'d met only one person from Iceland, a guy named  Rúnar Júlíusson whose band used to make records in Stockbridge, Massachusetts. She said ""Wait right here."" And she left the hotel, coming back a few minutes later with  Rúnar himself... In person! That was so very strange and weird.\n\nDon\'t know what made me remember this, but we had a great chat and I returned to Boston the following day. Now as we head out on another adventure, I keep this in mind. You never know who\'ll you\'ll meet. Maybe an old friend out of the blue... Here\'s an old photo we took that night back in the days when digital cameras weren\'t so good... This was taken April 22, 1997.'},",1517,66, 122),236196,tag:
76,Arlo Guthrie, 2018-03-20T201416+0000,"id: '200413315194_10160381141040195',","message: ""March 20, 2018 - Sebastian, FL - The CrabHouse\n\nWe're packing up and getting our stuff together heading west this week. First stop, Santa Fe at The Lensic (sold out). And we'll have a couple of days off before Tucson coming up right afterwards.\n\nSo, here we go again! Looking forward to seeing some of you along the way. Details as usual on our website.\n\nhttps://www.arloguthrie.com/news/re-generation-halfway-point"",",849,55, 102),236196,tag:
77,Arlo Guthrie, 2018-03-10T202500+0000,"id: '200413315194_10160330544925195',","message: ""March 10, 2018 - Overland Park, KS - The Carlsen Center\n\nThis place has some special significance for me. It was here years ago, that my friend, Max Pigman brought my old 1954 Mercedes 220A, after he'd completely restored the car for me. It was sitting out front with ropes around it as we drove in. What a sight! I finally let the car go last year after holding on to it for more than 40 years.\n\nThe Carlsen Center itself is just fabulous. We love having the opportunity to do our thing here in this gorgeous hall. This show is the last of the little series we are doing in the midwest. Tomorrow the band, crew and I split up and take a couple of weeks to regroup before heading west.\n\n[I noted in a response below that my earlier recollection was in fact wrong. My old car was restored and brought to The Kirkland PAC in Decatur, IL, and not as above. Getting older has it's charms, but memory is not apparently one of them.]""},",394,14, 49),236196,tag:
78,Arlo Guthrie, 2018-03-09T211119+0000,"id: '200413315194_10160326010930195',","message: ""March 9, 2018 - St. Louis, MO - The Sheldon\n\nWe haven't played here for about 8 years, but we've played it so often previously it feels like coming home, and it's really familiar. There's been some changes in the surrounding area over the years, but the interior is just about how we remembered it. \n\nThe weather is a lot warmer too, after driving down from Iowa City, IA. If fact it's a beautiful day. The drivers are out washing the buses, and I'm running around taking pictures, while the crew is setting up the stage for tonight's show. Here's one for anyone interested...""},",515,20, 47),236196,tag:
79,Arlo Guthrie, 2018-03-07T200450+0000,"id: '200413315194_10160315275860195',","message: 'March 7, 2018 - Iowa City, IA - The Englert Theater\n\nSo here we are back on the road, this time at The Englert Theater in Iowa City. We\'ve been here a few times, and it\'s nice coming back to some familiar territory. The family, band and crew flew in from the Northeast, and I flew up from Florida. We met the buses here and everyone seemed excited to be back out for these few shows in the midwest.\n\nAlthough the skies are sunny, it\'s still a little bit of an adjustment to be back in freezing temperatures. Someone said ""there\'s no such thing as too cold, there\'s just not always enough clothes."" For someone like me who doesn\'t generally like clothes (or whatever little I can get away with), this is at least a good reason to have some on hand. \n\nSo, we\'re fine. And happy to have dodged the big Nor\'Easter passing over the farm back east. From here we\'re heading to St. Loui, MOs, and then to Overland Park, KS. It\'ll probably be more of the same at those places, at least weather-wise.\n\nMeanwhile, we keep on keeping on, like most everyone else these days. Hanging in there with friends known and unknown.'},",572,23, 55),236196,tag:
80,Arlo Guthrie, 2018-03-02T141243+0000,"id: '200413315194_10160288864090195',","message: 'Re:Generation Halfway Point\n\nMarch 2, 2018 - Sebastian, FL\n\nAt the moment we’re on a small break, just over half-way through the current Re:Generation Tour -  Fall 2017-Spring 2018.  We’ve been mostly east of the Mississippi so far. And we’ll be heading westward later this month..\n\nWe’re returning to places and people we love, some we haven’t performed in for decades, like the Coach House in San Juan Capistrano where we haven’t been since 1997. Other’s like Berkeley’s Freight & Salvage is another venue that I’ve admired for decades but to my memory, I’ve never played there.  It’s one of the places I’ve been meaning to get to for 40 years, and it’s finally happening this year. \n\nMy friends, Hans and Milica Theessink arrived at the house. I met them back in the early 80s when I went to do a folk festival in Vienna, Austria. Since then Milica has presented our shows throughout Austria and Germany, and Hans and I got to work together both onstage and on record (when we did the Derroll Adams) - BanjoMan. It’s a decent break for them from Austrian weather, and fun for us to enjoy a little sunshine together. They took off heading back to Vienna a couple of days ago. \n\nI’ve got another few days here before flying out to the mid-west to meet up with the family, band and  crew for a few shows in Iowa, Missouri, and Kansas. [Details on our website www.arloguthrie.com] I’m looking forward to getting back into the fray of current affairs, altho it is nice to get a break now and again. I don’t know if it’s just me, but it seems like the world is spinning faster these days. Works for me. As long as the sun keeps rising...'},",824,40, 63),236196,tag:
81,Arlo Guthrie, 2018-02-18T232331+0000,"id: '200413315194_10160234171170195',","message: ""February 18, 2018 - Alexandria, VA - The Birchmere\n\nI posted a photo of the Birchmere, but had a chance to shoot it again a day later, as we're here for two nights. So, I'm uploading this newest version for anyone interested in such things. \n\nOne more show before we head into a small break. I'm looking forward to it. :)""},",393,3, 26),236196,tag:
82,Arlo Guthrie, 2018-02-16T144923+0000,"id: '200413315194_10160222463580195',","message: 'February 16, 2018 - Alexandria, VA - Re:Generation Tour\n\nThe Birchmere - Saturday & Sunday\n\nComing up - Two nights at The Birchmere, which we\'ve played too many times to count. It has to be one of the longest running venues for every conceivable kind of music. We\'re just happy to be in there somewhere, and have a couple of nights to do our thing, as it were. We even squeezed our big 50th Alice show onto their stage a few years ago.\n\nBack in 2007 I was staying nearby at ""The Mansion On O Street"" and took this self portrait, which we still use today on various occasions. Looking forward to the next couple of nights. \n\nAfter The Birchmere we head to The CrabHouse for a small break. Hans and Milica Theessink are going to be staying with us on the river. I can\'t wait to see my old friends. After three weeks in a tour bus, getting out sounds like a really good idea., especially when there\'s friends around.'},",438,16, 44),236196,tag:
83,Arlo Guthrie, 2018-02-14T180159+0000,"id: '200413315194_10160213844130195',","message: ""February 14, 2018 - Rocky Mount, VA - The Harvester Performance Center\n\nIt's Valentine's Day and we're back at The Harvester Performance Center in Rocky Mount, Virginia. This building once housed a showroom for tractors - At least that's the story I remember hearing the last time we played here. Personally I think it's terrific that a small rural community can support the performing arts. It may not have the grandeur of some theaters we've played, but the spirit of the folks who have continued to support The Harvester makes up whatever differences there are in architectural style. \n\nHere we are in real America, on Valentine's Day. We're planning to have a good old time here tonight.""},",404,23, 46),236196,tag:
84,Arlo Guthrie, 2018-02-10T193841+0000,"id: '200413315194_10160194988885195',","message: ""February 10, 2018 - Durham, NC - The Carolina Theater\n\nWe've been showing up for quite a few years in this area, everything from small coffee houses to much larger venues, and this one is a real favorite. The Carolina Theater in Durham is a venue we've played many times. It's a real theater! \n\nWhen everyone knows what they're doing, it's a real pleasure to be doing the gig. There's always something going on here, and maybe that's why their crew is as good as they are. They've seen it all. And now it's our turn , this evening, to do our thing. I, for one, am really looking forward to it.""},",598,52, 61),236196,tag:
