0,use_id,from_user,text,time,user_lang,user_followers_count,retweet_count,user_friends_count,user_location,user_favorites,status_url,entities_str
203,9.88E+17,marthaHigh,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:54:07,en,1246,8722,1446,Rock hill Sc,17484,http://twitter.com/marthaHigh/statuses/987781546928214016,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
204,9.88E+17,killawattannie,@SassBaller @RileyRae58 Sad part is two perfectly law abiding African Americans were arrested at #Starbucks and this sad excuse of an American was simply let go despite disturbing the peace.  #BlackLivesMatter,21/04/2018 20:53:54,en,197,1379,693,,2798,http://twitter.com/killawattannie/statuses/987781494151114752,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[97,107]},{""text"":""BlackLivesMatter"",""indices"":[192,209]}],""symbols"":[],""user_mentions"":[{""screen_name"":""SassBaller"",""name"":""Shomeo"",""id"":174084951,""id_str"":""174084951"",""indices"":[0,11]},{""screen_name"":""RileyRae58"",""name"":""RileyRae"",""id"":793587569455804400,""id_str"":""793587569455804417"",""indices"":[12,23]}],""urls"":[]}"
205,9.88E+17,vossen_adam,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:53:48,en,54,378,62,,796,,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
206,9.88E+17,fromgroundlevel,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:53:44,en,120,840,393,,1720,http://twitter.com/fromgroundlevel/statuses/987781449045692416,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
207,9.88E+17,GregMatson,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:53:33,en,226,1582,91,,3204,http://twitter.com/GregMatson/statuses/987781405512888320,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
208,9.88E+17,rousey_richard,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:53:23,en,5869,41083,5656,"Rosamond, CA",82206,http://twitter.com/rousey_richard/statuses/987781360600281090,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
209,9.88E+17,Cwag929,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:53:23,en,17,119,40,,278,http://twitter.com/Cwag929/statuses/987781360415846400,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
210,9.88E+17,Zak81673,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:53:16,en,20,140,109,,320,http://twitter.com/Zak81673/statuses/987781333916233728,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
211,9.88E+17,DavisGoodwin,"RT @larryelder: The two black men said they remain upset with #Starbucks because ""rules are rules, but right is right."" So...it's...morally...wrong...to...require...a...buy...before...permitting...a...customer...to...use...their...restroom?!?
Somebody call the ACLU!!!",21/04/2018 20:53:09,en,210,1470,1039,,2980,http://twitter.com/DavisGoodwin/statuses/987781303247482880,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[62,72]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
212,9.88E+17,TammyGornick,"RT @TimpatriotTk: #Starbucks confused? WhatTheWhat?! 
Stopped for bathroom break-yes I ordered an overpriced coffee ... 
This is #STUPID -
#Liberal focus makes sanitation worse! 
Antithesis of ""clarity is key""
#BadChoice https://t.co/nIpiJtn58q",21/04/2018 20:53:05,en,6870,48090,7175,"Trumpville, PA",96220,http://twitter.com/TammyGornick/statuses/987781287044894720,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[18,28]},{""text"":""STUPID"",""indices"":[129,136]}],""symbols"":[],""user_mentions"":[{""screen_name"":""TimpatriotTk"",""name"":""____TimPATRIOT!______"",""id"":175922375,""id_str"":""175922375"",""indices"":[3,16]}],""urls"":[]}"
213,9.88E+17,ladyjanekane1,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:52:58,en,3600,25200,3684,"Illinois, USA Chicago",50440,http://twitter.com/ladyjanekane1/statuses/987781257315733509,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
214,9.88E+17,Turtletime2244,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:52:36,en,73,511,503,Boston Ma,1062,http://twitter.com/Turtletime2244/statuses/987781166970400770,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
215,9.88E+17,harlem51,"RT @SpeakTruthMsK: #BlackTwitter, yall betta watch these baristas at #Starbucks while they're making ur drinks. Yall know how vindictive they are. Yall might be drinking a lil more than coffee! #StarbucksWhileBlack Remember what that white chick did to that black girl in the dorm? #Beware #StayWoke https://t.co/NqRadLUFct",21/04/2018 20:52:32,en,910,6370,1051,,12780,http://twitter.com/harlem51/statuses/987781149417267200,"{""hashtags"":[{""text"":""BlackTwitter"",""indices"":[19,32]},{""text"":""Starbucks"",""indices"":[69,79]}],""symbols"":[],""user_mentions"":[{""screen_name"":""SpeakTruthMsK"",""name"":""SheStillTweets"",""id"":973408186257592300,""id_str"":""973408186257592320"",""indices"":[3,17]}],""urls"":[]}"
216,9.88E+17,maggieb143,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:52:26,en,46,322,148,United States,684,http://twitter.com/maggieb143/statuses/987781124205182978,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
217,9.88E+17,CLsmoothD,"RT @amjoyshow: From #Starbucks to Hashtags: We Need to Talk About Why White Americans Call the Police on Black People https://t.co/EIQOVvpZSi via @TheRoot | @DrJasonJohnson joins @amjoyshow today, 10 AM ET this #SaturdayMorning on @MSNBC #reiders",21/04/2018 20:52:26,en,286,2002,505,,4044,,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[20,30]}],""symbols"":[],""user_mentions"":[{""screen_name"":""amjoyshow"",""name"":""AM Joy w/Joy Reid"",""id"":731132367058968600,""id_str"":""731132367058968576"",""indices"":[3,13]}],""urls"":[]}"
218,9.88E+17,FrancoDespecho,"RT @DardenMBA: Darden Prof. Tami Kim and co-author Alexandra Feldberg look into how racism shapes customer service in this @nytimes op-ed. #customerservice #starbucks
https://t.co/NDVvj9NtrK",21/04/2018 20:52:23,es,2483,17381,431,Absurdistán.,34802,http://twitter.com/FrancoDespecho/statuses/987781110280146946,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""DardenMBA"",""name"":""Darden School at UVA"",""id"":28177507,""id_str"":""28177507"",""indices"":[3,13]},{""screen_name"":""nytimes"",""name"":""The New York Times"",""id"":807095,""id_str"":""807095"",""indices"":[123,131]}],""urls"":[]}"
219,9.88E+17,RobMaddalone,"RT @larryelder: Philadelphia Police Commish, who is black as was at least one of the cops, said his cops did nothing wrong. Apologized anyway. #Starbucks CEO confirms store policy requires a purchase. Apologized anyway. And media are treating the 2 black #victicrats like they're Rosa Parks.",21/04/2018 20:52:18,en,23,161,309,,362,http://twitter.com/RobMaddalone/statuses/987781091162542081,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
220,9.88E+17,ksfloyd1,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:52:18,en,339,2373,882,Arkansas,4786,http://twitter.com/ksfloyd1/statuses/987781090202054659,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
221,9.88E+17,BlackServative,"RT @larryelder: The men said, ""We were told we had to buy something""--but we were NOT told we'd have to leave if we didn't. Well, gee, you see, if you still get to stay when you refuse to buy, then you really don't have to buy--after just being told that you had to. It's complicated.
#Starbucks",21/04/2018 20:52:05,en,3266,22862,2524,"San Antonio, TX",45764,http://twitter.com/BlackServative/statuses/987781032991653889,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
222,9.88E+17,vanzette,Just spent 2 minutes loitering in a #Starbucks and then went to Tanner's Coffee to purchase a chai. Wasn't arrested once. https://t.co/MfFXhvKm12,21/04/2018 20:51:48,en,4,28,44,"Los Angeles, CA",96,http://twitter.com/vanzette/statuses/987780965480083456,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[36,46]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":987780952922312700,""id_str"":""987780952922312704"",""indices"":[122,145],""media_url"":""http://pbs.twimg.com/media/DbVNiw7U0AAdFb0.jpg"",""media_url_https"":""https://pbs.twimg.com/media/DbVNiw7U0AAdFb0.jpg"",""url"":""https://t.co/MfFXhvKm12"",""display_url"":""pic.twitter.com/MfFXhvKm12"",""expanded_url"":""https://twitter.com/vanzette/status/987780965480083456/photo/1"",""type"":""photo"",""sizes"":{""medium"":{""w"":754,""h"":1200,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":1287,""h"":2048,""resize"":""fit""},""small"":{""w"":427,""h"":680,""resize"":""fit""}}}]}"
223,9.88E+17,DNgelengele,RT @RevJJackson: https://t.co/LgBOr5vgkA:#BlackMen-#DonteRobinson &amp; #RashonNelson-arrested at #Philadelphia #Starbucks say they feared 4 their lives: .@RevJJackson @SenatorHughes:SUN: 8-10aE;866.594.HOPE;#iHeartRadio: @PatriotAM1150;#FacebookLive:Reverend Jesse Jackson Sr https://t.co/AmpyHlwjXT,21/04/2018 20:51:43,en,928,6496,341,"Pretoria, South Africa",13032,http://twitter.com/DNgelengele/statuses/987780942411509762,"{""hashtags"":[{""text"":""BlackMen"",""indices"":[41,50]},{""text"":""DonteRobinson"",""indices"":[51,65]},{""text"":""RashonNelson"",""indices"":[72,85]},{""text"":""Philadelphia"",""indices"":[98,111]},{""text"":""Starbucks"",""indices"":[112,122]}],""symbols"":[],""user_mentions"":[{""screen_name"":""RevJJackson"",""name"":""Rev Jesse Jackson Sr"",""id"":80366372,""id_str"":""80366372"",""indices"":[3,15]}],""urls"":[{""url"":""https://t.co/LgBOr5vgkA"",""expanded_url"":""http://keephopealiveradio.com"",""display_url"":""keephopealiveradio.com"",""indices"":[17,40]}]}"
224,9.88E+17,mgrickenba,"RT @Molly3186: On May 29th, Starbucks will close it's doors for the day to train their staff on racial sensitivity.

More places should do this. Especially, police departments.

Why do we view anyone who doesn't look like us, as a threat or someone who is less than equal?

#racism #Starbucks",21/04/2018 20:51:40,en,294,2058,428,,4156,http://twitter.com/mgrickenba/statuses/987780932110311425,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Molly3186"",""name"":""Molly __"",""id"":926863126317948900,""id_str"":""926863126317948933"",""indices"":[3,13]}],""urls"":[]}"
225,9.88E+17,SquirrelBrigade,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:51:38,en,74,518,428,,1076,http://twitter.com/SquirrelBrigade/statuses/987780923826425856,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
226,9.88E+17,tipitmaggie,@Starbucks #starbucks why can__ you have more than one slow worker 1030am Fort Myers airport terminal C why should I have to wait for a nearly $6.00 cup of coffee I have a plane to get,21/04/2018 20:51:38,en,25,175,81,,390,http://twitter.com/tipitmaggie/statuses/987780922979307520,"{""hashtags"":[{""text"":""starbucks"",""indices"":[11,21]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Starbucks"",""name"":""Starbucks Coffee"",""id"":30973,""id_str"":""30973"",""indices"":[0,10]}],""urls"":[]}"
227,9.88E+17,RobMaddalone,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:51:37,en,23,161,309,,362,http://twitter.com/RobMaddalone/statuses/987780916511739904,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
228,9.88E+17,Batyalee,"RT @jwheels74: City of Newman located near Atlanta, Georgia, has agreed to allow a neo-Nazi rally to take place on April 21st. 

You Nazis are granted your __reedom of speech_ meanwhile #2BlackMen couldn__ sit down at a @Starbucks in peace, without being arrested. #Murica 

#Starbucks

#Nazis",21/04/2018 20:50:56,en,52,364,252,,768,http://twitter.com/Batyalee/statuses/987780747535630337,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""jwheels74"",""name"":""Jimmy, B.O.A. ___"",""id"":177087665,""id_str"":""177087665"",""indices"":[3,13]}],""urls"":[]}"
229,9.88E+17,SirJack528,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:50:53,en,54,378,244,"Massachusetts, USA",796,http://twitter.com/SirJack528/statuses/987780734202019840,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
230,9.88E+17,emhager4,"RT @Molly3186: On May 29th, Starbucks will close it's doors for the day to train their staff on racial sensitivity.

More places should do this. Especially, police departments.

Why do we view anyone who doesn't look like us, as a threat or someone who is less than equal?

#racism #Starbucks",21/04/2018 20:50:48,en,462,3234,44,,6508,http://twitter.com/emhager4/statuses/987780710999121921,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Molly3186"",""name"":""Molly __"",""id"":926863126317948900,""id_str"":""926863126317948933"",""indices"":[3,13]}],""urls"":[]}"
231,9.88E+17,GiGito31959,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:50:37,en,4965,34755,4462,,69550,http://twitter.com/GiGito31959/statuses/987780664861908992,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
232,9.88E+17,CNNonsense,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:50:23,en,40,280,233,Cable News Nonsense,600,,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
233,9.88E+17,cannoncocker111,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:50:04,en,339,2373,754,Left side of the bell curve,4786,http://twitter.com/cannoncocker111/statuses/987780529436082176,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
234,9.88E+17,djkevking,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:50:02,en,1539,10773,881,South Africa,21586,http://twitter.com/djkevking/statuses/987780517520117761,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
235,9.88E+17,JadeDeviangel,"RT @larryelder: The two black men said they remain upset with #Starbucks because ""rules are rules, but right is right."" So...it's...morally...wrong...to...require...a...buy...before...permitting...a...customer...to...use...their...restroom?!?
Somebody call the ACLU!!!",21/04/2018 20:49:54,en,252,1764,321,,3568,http://twitter.com/JadeDeviangel/statuses/987780486494867456,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[62,72]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
236,9.88E+17,SilentBGood,"RT @larryelder: Philadelphia Police Commish, who is black as was at least one of the cops, said his cops did nothing wrong. Apologized anyway. #Starbucks CEO confirms store policy requires a purchase. Apologized anyway. And media are treating the 2 black #victicrats like they're Rosa Parks.",21/04/2018 20:49:51,en,527,3689,852,,7418,http://twitter.com/SilentBGood/statuses/987780473995788288,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
237,9.88E+17,susanjsmith2,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:49:47,en,2436,17052,2721,,34144,http://twitter.com/susanjsmith2/statuses/987780458170679297,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
238,9.88E+17,danamdc333,"RT @amjoyshow: From #Starbucks to Hashtags: We Need to Talk About Why White Americans Call the Police on Black People https://t.co/EIQOVvpZSi via @TheRoot | @DrJasonJohnson joins @amjoyshow today, 10 AM ET this #SaturdayMorning on @MSNBC #reiders",21/04/2018 20:49:41,en,361,2527,636,,5094,http://twitter.com/danamdc333/statuses/987780432820342784,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[20,30]}],""symbols"":[],""user_mentions"":[{""screen_name"":""amjoyshow"",""name"":""AM Joy w/Joy Reid"",""id"":731132367058968600,""id_str"":""731132367058968576"",""indices"":[3,13]}],""urls"":[]}"
239,9.88E+17,CleverlyCool,RT @midler_helen: Come check us out #retro #vintage #collectibles #clothing #books #toys #games #randomstuff #bargains #retailtherapy #letsgoshopping #treatyourself #ebaystore #gocrazy #buyitnow #ties #mugs #starbucks #music https://t.co/SBBA7sO005 https://t.co/Z3yxPwA9yX,21/04/2018 20:49:41,en,5433,38031,5896,,76102,http://twitter.com/CleverlyCool/statuses/987780431323033600,"{""hashtags"":[{""text"":""retro"",""indices"":[36,42]},{""text"":""vintage"",""indices"":[43,51]},{""text"":""collectibles"",""indices"":[52,65]},{""text"":""clothing"",""indices"":[66,75]},{""text"":""books"",""indices"":[76,82]},{""text"":""toys"",""indices"":[83,88]},{""text"":""games"",""indices"":[89,95]},{""text"":""randomstuff"",""indices"":[96,108]},{""text"":""bargains"",""indices"":[109,118]},{""text"":""retailtherapy"",""indices"":[119,133]}],""symbols"":[],""user_mentions"":[{""screen_name"":""midler_helen"",""name"":""Helen Midler"",""id"":4786896494,""id_str"":""4786896494"",""indices"":[3,16]}],""urls"":[]}"
240,9.88E+17,TheTairenSoul,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:49:37,en,59,413,82,"Arizona, USA",866,http://twitter.com/TheTairenSoul/statuses/987780416181420032,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
241,9.88E+17,EsteyPam,"RT @larryelder: The two black men admit that #Starbucks store policy requires a buy before customers can use the restroom. They admit they bought nothing. They admit they brought their OWN water--to a place that SELLS water. They admit they were politely asked to leave.

Oh, the humanity!!!",21/04/2018 20:49:37,en,21,147,82,,334,http://twitter.com/EsteyPam/statuses/987780413073641477,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[45,55]}],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
242,9.88E+17,LadyEL70452609,#BacktheBlue #starbucks  wstablishments are #hypocrites https://t.co/lMf7HbhK4X,21/04/2018 20:49:36,en,148,1036,502,,2112,http://twitter.com/LadyEL70452609/statuses/987780408149454849,"{""hashtags"":[{""text"":""BacktheBlue"",""indices"":[0,12]},{""text"":""starbucks"",""indices"":[13,23]},{""text"":""hypocrites"",""indices"":[44,55]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/lMf7HbhK4X"",""expanded_url"":""https://twitter.com/MarkRocon/status/987739642983313408"",""display_url"":""twitter.com/MarkRocon/stat_"",""indices"":[56,79]}]}"
243,9.88E+17,schiffer1_karen,"RT @larryelder: Philadelphia Police Commish, who is black as was at least one of the cops, said his cops did nothing wrong. Apologized anyway. #Starbucks CEO confirms store policy requires a purchase. Apologized anyway. And media are treating the 2 black #victicrats like they're Rosa Parks.",21/04/2018 20:49:34,en,2892,20244,3071,,40528,http://twitter.com/schiffer1_karen/statuses/987780400717160448,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""larryelder"",""name"":""Larry Elder"",""id"":195271137,""id_str"":""195271137"",""indices"":[3,14]}],""urls"":[]}"
244,9.88E+17,JasenFlint,RT @BenShapQuotes: #Starbucks https://t.co/jq8ZzRNijO,21/04/2018 20:49:27,en,401,2807,724,Texas,5654,http://twitter.com/JasenFlint/statuses/987780374146187266,"{""hashtags"":[{""text"":""Starbucks"",""indices"":[19,29]}],""symbols"":[],""user_mentions"":[{""screen_name"":""BenShapQuotes"",""name"":""Ben Shapiro Quotes"",""id"":768104037963198500,""id_str"":""768104037963198470"",""indices"":[3,17]}],""urls"":[],""media"":[{""id"":987486985844678700,""id_str"":""987486985844678659"",""indices"":[30,53],""media_url"":""http://pbs.twimg.com/media/DbRCLoOX4AMEBmh.jpg"",""media_url_https"":""https://pbs.twimg.com/media/DbRCLoOX4AMEBmh.jpg"",""url"":""https://t.co/jq8ZzRNijO"",""display_url"":""pic.twitter.com/jq8ZzRNijO"",""expanded_url"":""https://twitter.com/BenShapQuotes/status/987486994950434822/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":680,""h"":652,""resize"":""fit""},""large"":{""w"":1080,""h"":1035,""resize"":""fit""},""medium"":{""w"":1080,""h"":1035,""resize"":""fit""}},""source_status_id"":987486994950434800,""source_status_id_str"":""987486994950434822"",""source_user_id"":768104037963198500,""source_user_id_str"":""768104037963198470""}]}"
