"-FfmSy7kw1MOqVB8Xs_1VQ","""Esmeralda Sur-Lac""",,"""1223 Chemin Du Chanteclerc""","Sainte-Adele","QC","J8B 2Y3","45.9502543","-74.1408616","4.5","6","1","Restaurants;Italian"
"-G0FLsRFAesyK9ne8WKR5g","""Giovanni Sperenza""",,"""Parkstr. 2""","Ostfildern","BW","73760","48.7258","9.2683","4.5","4","1","Italian;Restaurants"
"-Glmj_sxqCu0F3G62kFt1Q","""Mazzone & Sons Bakery""","Clark-Fulton","""3519 Clark Ave""","Cleveland","OH","44109","41.4694644","-81.7082967","4.0","17","1","Bakeries;Restaurants;Food;Pizza;Italian"
"-GOpxpQbDcfioE-vQ55h6A","""Villa Massimo""",,"""120 Boulevard Taschereau""","La Prairie","QC","J5R 1S8","45.4190204","-73.4875072","4.0","6","1","Restaurants;Italian"
"-httBl6DSZiUtDX4SQWtag","""The Enrico Biscotti""","Strip District","""2022 Penn Ave""","Pittsburgh","PA","15222","40.4513159","-79.9832024","4.0","150","1","Food;Restaurants;Bakeries;Italian;Pizza"
"-j0CbYvlwuJ3Tfx__X38gA","""Joseph Tambellini Restaurant""","Highland Park","""5701 Bryant St""","Pittsburgh","PA","15206","40.4765877","-79.9214518","4.5","105","1","Restaurants;Italian"
"-JPz4W7MPOy-rQO8OKNk0g","""Locanda de Gusti""","Haymarket","""102 Dalry Road""","Edinburgh","EDH","EH11 2DW","55.9436732","-3.2194172","4.5","15","1","Restaurants;Italian"
"-k0Ksk_FSzQAiKU6tdjayg","""Restaurant Tsv Steinhaldenfeld""",,"""Schmollerstr. 185""","Stuttgart","BW","70378","48.82974","9.24035","4.5","10","1","Swabian;Restaurants;Amateur Sports Teams;International;Sports Clubs;Active Life;Italian"
"-L88B-PrtzwujhLuYc2k_g","""Joe Badali's Ristorante Italiano & Bar""","Downtown Core","""156 Front Street W""","Toronto","ON","M5J 2L6","43.6452817","-79.3843036","3.0","110","1","Italian;Restaurants;Gluten-Free"
"-lJtyCOTVInWusU9YF120A","""Joey's Bistro Bar""",,"""2195 Lee Rd""","Cleveland Heights","OH","44118","41.5000512644","-81.5651390873","3.5","38","0","Italian;Restaurants"
"-luHD_D1L22l0rYvNWyWFQ","""Demetrios Restaurant""",,"""6928 W Wilkinson Blvd""","Belmont","NC","28012","35.2486667749","-81.0212416554","3.0","11","1","Restaurants;Italian;Pizza"
"-mhBbHbh5T_hxKZUYfdexw","""TSS Grill""","Sunrise","""""","Las Vegas","NV","89104","36.149751","-115.0762536","4.0","5","0","Italian;Asian Fusion;Restaurants;Filipino"
"-Mm4YqCDM5CqSDDh7HI6Zw","""Crust""","Goodrich Kirtland","""3000 St Clair Ave""","Cleveland","OH","44103","41.5122925659","-81.6719709244","4.0","26","1","Restaurants;Pizza;Italian;Salad"
"-Mz3M0g6iFZczs6a7ddf5g","""Le Serpent""","Ville-Marie","""257 Rue Prince""","Montréal","QC","H3C 2N4","45.4976464","-73.5571328","4.5","97","1","Canadian (New);Brasseries;Italian;French;Restaurants"
"-nZwVZqlk_ET-dpTtvEqPw","""Pizza Hut""","Puritas-Longmead","""14129 Puritas Ave""","Cleveland","OH","44135","41.43349953","-81.7924176157","2.0","4","1","Chicken Wings;Pizza;Italian;Restaurants"
"-O7uy8mcz1UEO-D604dRPw","""Serafina's Pizza""",,"""423 Railroad St""","Bridgeville","PA","15017","40.3584091","-80.1099719","4.0","18","1","Pizza;Restaurants;Italian;Sandwiches"
"-ooEO2YqDQVYNHnSF2BPfw","""Restaurant Lucca""","Rosemont-La Petite-Patrie","""12 Rue Dante""","Montréal","QC","H2S 1J5","45.5328965","-73.6136037","4.5","11","1","Italian;Restaurants"
"-PUPEpMsjBjk_rX5lFaWng","""Pesto's""",,"""1960 W Ray Rd, Ste 4""","Chandler","AZ","85224","33.3211773","-111.8749069","4.0","214","1","Pizza;Bars;Nightlife;Restaurants;Italian;Wine Bars"
"-R2z2womJA-NCA2Pbz181g","""Vinny's Authentic Italian Eatery""",,"""14539 W High St""","Middlefield","OH","44062","41.4630984","-81.0895489","3.5","11","1","Pizza;Italian;Breakfast & Brunch;Restaurants"
"-raUM9T-1dKPiB5_vRmFYA","""Luke's of Chicago's""",,"""1602 E Indian School Rd""","Phoenix","AZ","85016","33.4949943","-112.0473119","3.5","188","1","Restaurants;Hot Dogs;Italian;Burgers;Sandwiches"
"-RIWE3MU3GCHM5KIW7PLww","""Polo's Italian Cuisine""",,"""4935 W Glendale Ave, Ste 17""","Glendale","AZ","85301","33.53807","-112.166508","4.0","60","0","Italian;Nightlife;Restaurants;Bars;Wine Bars"
"-RulWSOzkK2zMTsU7aa0lg","""Pizza Hut""","Milliken","""3700 Midland Avenue, Unit 110""","Scarborough","ON","M1V 4V3","43.8148423","-79.2923535","2.0","7","1","Pizza;Chicken Wings;Restaurants;Italian"
"-SUammmS2p6c5GuuGA-kmw","""Buon Giorno Cafe""","Downtown","""6 Smithfield St""","Pittsburgh","PA","15222","40.4368651","-80.0005118","4.0","15","1","Italian;Coffee & Tea;Food;Restaurants;Cafes;Modern European"
"-sX7hDKR_bdBVQxuOaO5dA","""Pizza Hut""",,"""9580 Yonge Street""","Richmond Hill","ON","L4C 1V6","43.861202229","-79.4356170008","3.0","15","0","Restaurants;Chicken Wings;Pizza;Italian"
"-S_Ln95liXJAccWi7ItUGw","""Vocelli Pizza""","Lawrenceville","""4500 Butler St""","Pittsburgh","PA","15201","40.4720853","-79.9590023","3.0","6","0","Food;Pizza;Restaurants;Italian"
"-t2b2DaLhrb2-Ngv8Tvw9w","""Il Sogno Ristorante""","Mount Pleasant and Davisville","""1993 Yonge St""","Toronto","ON","M4S 1Z8","43.7005834","-79.396869","3.5","32","1","Restaurants;Italian"
"-T7uyu_RZx7LQqzLMVI3ZQ","""Cafe D'oro""",,"""6660 Kennedy Road, 6660 Kennedy Road, Unit 12""","Mississauga","ON","L5T 2M9","43.6488504","-79.6859551","3.0","3","1","Restaurants;Italian"
"-Vk9BMbpL2hcv4SZTuk4TA","""The Italian Spoon""",,"""7950 E Redfield Rd, Ste 100""","Scottsdale","AZ","85260","33.6144195","-111.9094698","3.5","8","0","Restaurants;Italian"
"-w2WaIQWPH4iNeJz7IZKDw","""Coppi Ristorante""",,"""3363 Yonge St""","Toronto","ON","M4N 2M6","43.7316768","-79.4035456","3.5","23","1","Restaurants;Italian"
"-WE0z2uUAajXvd-fRmHS5w","""Famous Pizza & Pasta""","Box Grove","""6899-14th Avenue""","Markham","ON","L6B 0S2","43.8603964963","-79.2250939675","2.5","7","1","Restaurants;Pizza;Italian"
"-WKylI3RHlvNo2IKt31ArQ","""Barcola Bistro""","Plateau-Mont-Royal","""5607 Avenue du Parc""","Montréal","QC","H2V 4H2","45.5227462","-73.6030004","3.5","13","1","Italian;Restaurants"
"-wn8LcDQGOuMzU4RAC4VxQ","""Lobello's Restaurant""",,"""809 5th Ave""","Coraopolis","PA","15108","40.519833","-80.1698029","3.5","13","1","Italian;Restaurants"
"-wXyBph4d0IQlQrS8H1rDw","""Senti Restaurant & Wine Bar""","Lawrenceville","""3473 Butler St""","Pittsburgh","PA","15201","40.4642168798","-79.9663847326","4.0","72","1","Modern European;Nightlife;Food;Bars;Desserts;Arts & Entertainment;Restaurants;Italian;Wineries;Wine Bars"
"-xbQQR_ydEJGqYzHSF4DnQ","""Maciano's Pizza & Pastaria""","Spring Valley","""5651 S Grand Canyon, Ste 100""","Las Vegas","NV","89148","36.0860344","-115.3073116","3.0","93","0","Pizza;Italian;Restaurants"
"-z9IQza32guuRyqF8jxMyQ","""Gran Gusto Ristorante""","Pine Grove","""3883 Highway 7, Unit 6""","Woodbridge","ON","L4L 6B9","43.7879906105","-79.5519536484","4.5","13","1","Pizza;Restaurants;Italian"
"00J65e-ewht6GZ9fXZdP1w","""Pizza Hut""",,"""5041 Abbe Rd""","Elyria","OH","44035","41.4252597","-82.0764976","1.5","4","1","Restaurants;Chicken Wings;Pizza;Italian"
"02Ycww2etUAxorZb5gIM8Q","""Tre Mari Bakery""","Corso Italia","""1311 Saint Clair Avenue W""","Toronto","ON","M6E 1C2","43.6765075","-79.4487201","4.0","62","1","Caterers;Event Planning & Services;Italian;Bakeries;Restaurants;Food;Delicatessen;Delis;Sandwiches"
"04Iq42i8lm50Lvdj1j3DCQ","""Gretalian""",,"""5341 N 7th Ave""","Phoenix","AZ","85013","33.5163421","-112.0822543","3.0","4","0","Italian;Restaurants;Food;American (New);Greek"
"07HZ70wpawSANXKK4CkqpQ","""Bella Vita""",,"""18209 W Calistoga Dr""","Goodyear","AZ","85338","33.3174159","-112.43874","3.5","11","1","Restaurants;Tapas/Small Plates;Italian;Desserts;Food;Salad"
"07uIA9g45obULqGt7BLNqw","""Le Petit Italien""","Outremont","""1265 Rue Bernard O""","Outremont","QC","H2V 1V8","45.5197335688","-73.6092916356","4.0","16","0","Restaurants;Breakfast & Brunch;Italian"
"09E4gjiUN_nSqaTprCLD9A","""Pizzutti's Restaurant""","Shadyside","""709 Bellefonte St""","Pittsburgh","PA","15232","40.4521434","-79.9343681","3.5","27","0","Restaurants;Pizza;Mediterranean;Italian"
"0ajTatYvxoFd7-C22r6L4w","""Pizza Factory""",,"""7615 Saltsburg Rd""","Pittsburgh","PA","15239","40.4763015","-79.7783826","3.0","5","1","Sandwiches;Pizza;American (Traditional);Italian;Restaurants"
"0aw3HbxkZ4G7pkPYt10fhA","""Olive Garden Italian Restaurant""","Sunrise","""80 N Nellis Blvd""","Las Vegas","NV","89110","36.160537","-115.061661","3.0","109","1","Italian;Bars;Wine Bars;Nightlife;Restaurants;Salad"
"0dXCoyvcvW3Lx1D8ODGNZA","""Le Bistro 426""","Ville-Marie","""426 Place Jacques-Cartier""","Montréal","QC","H2Y 3B3","45.5077292","-73.5530202","1.0","3","1","Restaurants;Italian"
"0eTpZzdjkPdz8HBxlljdGw","""Filippo's Pizza and Italian Food of Mahomet""",,"""2012 Tin Cup Rd, Ste B""","Mahomet","IL","61853","40.197156","-88.366289","3.5","21","1","Italian;Restaurants;Pizza;Sandwiches"
"0FSH-6mRF7DKjeI98snxrA","""Noodles & Company""",,"""301 S Hills Village Dr""","Pittsburgh","PA","15241","40.3426227","-80.0561704","3.5","16","1","Restaurants;Asian Fusion;Noodles;Comfort Food;Italian"
"0FUtlsQrJI7LhqDPxLumEw","""Joe's Farm Grill""",,"""3000 E Ray Rd, Bldg 1""","Gilbert","AZ","85296","33.321824","-111.7260572","4.0","1644","1","Italian;American (Traditional);Pizza;Restaurants;Local Flavor;Salad"
"0GbfFf9nIvdZwffmHOZ_TA","""Pizza Hut""",,"""16846 W Bell Rd, Ste 114""","Surprise","AZ","85374","33.6403618","-112.4216827","2.5","12","1","Restaurants;Pizza;Chicken Wings;Italian"
"0gMB7yvyLkXkKO0Xgz9KHA","""Wood35 Restaurant Bar""","Plateau-Mont-Royal","""3500 Boulevard Saint Laurent""","Montréal","QC","H2X 2T6","45.513006","-73.5707617","3.0","5","0","Restaurants;Italian;French"
"0grgvnq4GgoY-estWytUhg","""Timpone's""",,"""710 S Goodwin Ave""","Urbana","IL","61801","40.1064412","-88.2236523","3.5","84","1","Restaurants;Italian;Steakhouses"
"0h5yI6np7weAVH0jsjHqPw","""Humble Pie""",,"""3964 E Sky Harbor Blvd""","Phoenix","AZ","85034","33.4371656697","-112.001914862","3.0","93","1","Pizza;Bars;Italian;Restaurants;Beer;Wine & Spirits;Food;Nightlife"
"0hFVE-lqnEytSsWZGevJDg","""Marinelli's Pasta Bar""",,"""12300 Las Vegas Blvd S""","Henderson","NV","89044","35.9646862057","-115.170501706","3.5","102","1","Italian;Desserts;Food;Restaurants"
"0i49znlkQLWn6R-n-BGwEA","""Trattoria Piloni""",,"""Bismarckstr. 34""","Stuttgart","BW","70197","48.77335809","9.1552259401","3.0","4","1","Italian;Restaurants"
"0iM8uF2D9iL8eau_tkPlRA","""Sunrise Pizza Restaurant""",,"""4325 W Craig Rd""","North Las Vegas","NV","89032","36.2383548","-115.1995496","3.5","19","1","Breakfast & Brunch;Restaurants;American (Traditional);Italian"
"0InA3Ffj8MxyQV9hgsyYcQ","""Novecento Pizzeria""","Northwest","""5705 Centennial Center Blvd, Ste 170""","Las Vegas","NV","89149","36.264773","-115.257968","4.0","351","1","Pizza;Food;Salad;Italian;Restaurants;Specialty Food"
"0iOF4P2dMmhQRJ84h2wDeg","""Santo's Italian Cuisine""","Langstaff","""10 Royal Orchard Boulevard""","Thornhill","ON","L3T 3C3","43.8237279","-79.424592","4.0","47","1","Restaurants;Italian"
"0JGMKaKJGVuDus5WcJzvjw","""Liverpool House""","Sud-Ouest","""2501 Rue Notre-Dame O""","Montréal","QC","H3J 1N6","45.4828859","-73.5752899","4.5","223","1","French;Italian;Restaurants"
"0jtRI7hVMpQHpUVtUy4ITw","""Omelet House Summerlin""","Summerlin","""2227 N Rampart Blvd""","Las Vegas","NV","89128","36.2019904392","-115.283122245","4.0","225","1","Restaurants;American (Traditional);Food;Italian;Breakfast & Brunch;Beer;Wine & Spirits"
"0jv1aUWkZfoJumErj3JCFQ","""Darcy's Ristorante""",,"""10434 E Jomax Rd""","Scottsdale","AZ","85262","33.727869","-111.853763","3.5","63","1","Bars;Wine Bars;Nightlife;Restaurants;Italian"
"0k0G9h7uh8pqazW9DmfOBQ","""Pasta Nuovo""",,"""1900 Cayuga St, Ste 101""","Middleton","WI","53562","43.0959435","-89.5141841","3.5","14","0","Restaurants;Italian"
"0LKcSabd5Gd5oz-qrHTzZg","""Cin-Cin Restaurant""",,"""4425 N Buckboard Trl.""","Scottsdale","AZ","85251","33.5012604","-111.9233633","3.0","5","0","Lounges;Restaurants;Nightlife;Bars;Italian"
"0Lqwt0DER_Wjzh-t1ihwXw","""Valle""","Universität","""Geschwister-Scholl-Str. 3""","Stuttgart","BW","70174","48.78236","9.17621","4.0","100","1","Restaurants;Italian;Pizza;Food;Event Planning & Services;Caterers;Delicatessen"
"0mnnlFCploePlnEaddw63g","""Aurelio's Pizza""","Northwest","""6010 W Craig Rd, Ste 150""","Las Vegas","NV","89130","36.2396728","-115.2259534","4.0","22","1","Salad;Pizza;Italian;Restaurants"
"0mxXTe1LPXOmPy-aGhZTuw","""Pizza Pit Extreme""","Leopold","""2936 Fish Hatchery Rd""","Fitchburg","WI","53713","43.0275937","-89.4120136","2.0","11","1","Restaurants;Sandwiches;Chicken Wings;Italian;Pizza"
"0NmTwqYEQiKErDv4a55obg","""Scarpetta""","The Strip","""3708 Las Vegas Blvd S""","Las Vegas","NV","89109","36.1102405779","-115.174288452","4.0","1171","1","Restaurants;Italian"
"0NRW_aZUWvDsjh58fBq8OA","""Restaurant Ferrari""","Ville-Marie","""1407 Rue Bishop""","Montréal","QC","H3G 2E4","45.4968678","-73.5766022","3.5","17","1","Italian;Restaurants"
"0O3H5plJx-Cq2A80qFVW5w","""LAB""","Little Italy","""651 College Street""","Toronto","ON","M6G 1B7","43.6549862","-79.4159745","4.0","17","0","American (New);Italian;Restaurants;Canadian (New)"
"0Ovh4Vn9ntMt5Ara-ZP2sA","""Cinquecento Trattoria""","Liberty Village","""Liberty Village, 109 Atlantic Ave""","Toronto","ON","M6K 1X4","43.6401061","-79.4212152","3.5","13","0","Restaurants;Italian"
"0oZJ19F7KebXTu8auQvZrA","""Domino's Pizza""",,"""1850 W Indian School Rd""","Phoenix","AZ","85015","33.4950274","-112.0989598","3.0","13","1","Pizza;Chicken Wings;Italian;Sandwiches;Restaurants"
"0P46EQN6wGc52nONZX0kgQ","""Amalfi Ristorante Italiano""",,"""4991 S Alma School Rd, Ste 12""","Chandler","AZ","85248","33.2333191927","-111.8583223","4.0","136","1","Pizza;Restaurants;Italian"
"0pHBqJT0mzu9bO6D33Byug","""Alio Restaurant & Wine Bar""","Downtown Core","""108 Dundas Street W""","Toronto","ON","M5G 1C3","43.6556629","-79.3840939","3.0","7","1","Restaurants;Wine Bars;Bars;Italian;Nightlife"
"0PMKMyfX1j7Nc4esk1RaMg","""Humble Pie""",,"""21050 N Tatum Blvd""","Phoenix","AZ","85050","33.6780427039","-111.978699265","3.5","257","1","Italian;Pizza;Restaurants"
"0pWGYVBxkufNn8MDCcA7cA","""Alice Fazooli's""",,"""20 Colossus Dr.""","Vaughan","ON","L4L 9J5","43.78702","-79.544559","3.0","42","0","Restaurants;Beer;Wine & Spirits;Bars;Italian;Food;Nightlife;Wine Bars"
"0Q5hLTlQr1HfyfLZc9Ozsw","""Romano's Macaroni Grill""","Derita","""8620 Research Dr""","Charlotte","NC","28262","35.3146011","-80.7627299","2.5","89","1","Italian;Restaurants"
"0qet57CmMA5qUm6gPFUTpg","""Di Fara Pizza""","The Strip","""3570 Las Vegas Blvd S""","Las Vegas","NV","89109","36.115274","-115.172738","2.5","114","1","Restaurants;Italian;Pizza"
"0r9NuzpFE6l0hwVAJDnhVg","""San Francesco Foods - Bay""","Downtown Core","""736 Bay Street""","Toronto","ON","M5G 2M4","43.6593807","-79.385626","3.0","16","0","Sandwiches;Restaurants;Pizza;Italian"
"0rMFhLzeq3Z2OaJ62MQXlw","""Spiga Ristorante""","Yonge and St. Clair","""1378 Yonge Street""","Toronto","ON","M4T 1Y5","43.6862465","-79.3935614","3.5","10","1","Italian;Restaurants"
"0Rni7ocMC_Lg2UH0lDeKMQ","""Barro's Pizza""",,"""4625 E Ray Rd""","Ahwatukee","AZ","85044","33.3180592287","-111.983528271","3.5","74","1","Restaurants;Pizza;Italian;Sandwiches"
"0s1DqJlSSgR1Ftg9Q_HEOg","""Enzos Pizza""",,"""2724 N Green Valley Pkwy""","Henderson","NV","89014","36.0697131474","-115.080409795","3.0","149","1","Pizza;Italian;Seafood;Restaurants"
"0tAJwKKzYBVDCrgiQiQS9Q","""Submarinos""",,"""5124 W Northern Ave""","Glendale","AZ","85301","33.5540424","-112.1699072","4.0","23","0","Restaurants;Sandwiches;Italian;Pizza"
"0TgBr7wAMQOij6_JP9q3ag","""Eklectic Pie - Chandler""",,"""2990 E Germann Rd""","Chandler","AZ","85286","33.2783449","-111.7908416","4.0","80","0","Restaurants;Pizza;Italian;Salad;Gluten-Free"
"0tn7GWwao_BhZJeTWkwcQA","""Vincent's of Greentree""",,"""673 Morganza Rd""","Canonsburg","PA","15317","40.2971453","-80.1581897","3.0","9","1","Food;Italian;Sandwiches;Restaurants;Desserts"
"0txNpCq2YunZSL7jHIiGlA","""Lardon Restaurant""","Roncesvalles","""390 Roncesvalles Avenue""","Toronto","ON","M6R 2M9","43.6508821","-79.4508492","4.0","18","0","French;Restaurants;Italian"
"0u47y3RqsQ_UpTSJGEpGrw","""Olive Press""",,"""2322 Dundas St W""","Oakville","ON","L6M 4J3","43.4410751","-79.7700225","3.5","48","1","Italian;Restaurants"
"0URIvKxCNT-AVgtdYFAX8w","""Harley's Italian Bistro""",,"""4221 N 7th Ave""","Phoenix","AZ","85013","33.4974892","-112.0833763","3.5","165","0","Pizza;Restaurants;Italian"
"0UuE9LZE-oVZe1HfIhomBw","""Gualdieri""","Laval","""2016 Boulevard René Laennec""","Laval","QC","H7M 4J8","45.6087125775","-73.7197972834","4.5","5","1","Italian;Restaurants"
"0uwQIGlKICIYuRtayVnh7g","""Piada Italian Street Food""",,"""13947 Cedar Rd""","South Euclid","OH","44118","41.5022809065","-81.5382926825","3.5","100","1","Street Vendors;Restaurants;Italian;Food"
"0uXkCoDISUHqb0kfUys7Lg","""Italian Garden""",,"""10511 Main St""","Mantua","OH","44255","41.2780658","-81.2251511","3.5","3","1","Restaurants;Italian;Pizza"
"0VJ8tBxOpD2OxuioVjaAxA","""Stella Mia Ristorante""",,"""28751 Center Ridge Rd""","Westlake","OH","44145","41.4370664","-81.937694","4.0","66","1","Bars;Restaurants;Gluten-Free;Seafood;Italian;Wine Bars;Nightlife;American (Traditional);Food;Mediterranean;Beer;Wine & Spirits"
"0VOh4VIq13oFburRU9gddw","""The Side Door Corner Store""",,"""3370 N Hayden Rd, Ste 126""","Scottsdale","AZ","85251","33.4863936","-111.9103549","4.0","111","1","Italian;Bars;Nightlife;Pizza;Wine Bars;Restaurants"
"0vYxDHBR6VUfMtY91POA9Q","""Gionino's Pizzeria""",,"""8023 Broadview Rd""","Broadview Heights","OH","44147","41.347579","-81.683276","4.0","13","1","Specialty Food;Italian;Pasta Shops;Food;Pizza;Chicken Wings;Desserts;Restaurants"
"0WAL6O1YvcJbeDRYeRm34w","""The Cove Trattoria""",,"""7001 N Scottsdale Rd, Ste 184""","Paradise Valley","AZ","85253","33.5394631012","-111.924161911","4.0","169","0","Restaurants;Pizza;Italian"
"0WrT_8jiqAKJBhSTH7kZeA","""La Fontana""","Stockbridge","""1 Howard Street""","Edinburgh","EDH","EH3 5JP","55.9629643","-3.2005822","4.0","6","0","Italian;Restaurants"
"0WsCtzG8xazAmFA5HhQE0A","""Stella's Pizza & Italian Restaurant""",,"""445 Avon Belden Rd""","Avon Lake","OH","44012","41.4942376","-82.0181241","2.0","16","0","Restaurants;Italian;Pizza"
"0x2i9AWlsy5JRrIub673zg","""Da Pipo""",,"""Goethestr. 20""","Böblingen","BW","71034","48.6935","8.96041","3.0","5","1","Restaurants;Italian"
"0xdpv5CPpbUUch7JKBG98Q","""Sirio Ristorante""","The Strip","""Aria Resort and Casino, 3745 Las Vegas Blvd S""","Las Vegas","NV","89109","36.1068839544","-115.174226761","3.5","163","0","American (New);Italian;Restaurants"
"0xy5_iqOYWp_XRXpeb-IFQ","""ViPei Bistro""",,"""3334 Yonge Street""","Toronto","ON","M4N 2M4","43.7315306","-79.4040711","4.0","10","0","Canadian (New);Italian;Breakfast & Brunch;Restaurants"
"0XZkaHXjxHAhJc_jPtoJCA","""Vita Sociale""","Yonge and Eglinton","""2472 Yonge Street""","Toronto","ON","M4P 2H5","43.7114497","-79.3995315","2.0","25","0","Italian;Restaurants"
"0xzmIBsJQc5eUNLucFrZ0Q","""Stratta""","The Strip","""Wynn Las Vegas, 3131 Las Vegas Blvd S""","Las Vegas","NV","89109","36.1260652563","-115.172159768","3.5","186","0","Restaurants;Italian;American (New)"
"0y6alZmSLnPzmG5_kP5Quw","""J J's Pizza""",,"""20542 Lorain Rd""","Fairview Park","OH","44126","41.4483678","-81.8476028","4.5","9","1","Restaurants;Italian;Pizza"
"0yKnW_UTYOWD4h8Dc7PJ_Q","""Pizza Pizza""",,"""2760 Derry Road W""","Mississauga","ON","L5N 2R4","43.5931694398","-79.7648340755","2.5","9","1","Chicken Wings;Italian;Pizza;Restaurants"
"0ZN2MfHyjNIkCx7qJvVhDg","""SB Eightyone""",,"""24481 Detroit Rd""","Westlake","OH","44145","41.470596","-81.891643","3.0","32","0","Nightlife;Dance Clubs;Restaurants;American (New);Italian"
"0ZNIAF_1d83uK1Z7mADTfA","""Pizza Hut""",,"""252 Bayly Street W, Unit 1""","Ajax","ON","L1S 3V4","43.84245","-79.02799","2.5","9","1","Restaurants;Italian;Chicken Wings;Pizza"
"0_dPxVRwmDbg22oYDRX6gw","""Pizza Hut""",,"""8875 Darrow Rd""","Twinsburg","OH","44087","41.3070196","-81.4394701","3.0","3","1","Chicken Wings;Pizza;Restaurants;Italian"
"10MSnysiOxQehDA_cFCMtg","""Joia Ristorante""",,"""15570 Yonge Street""","Aurora","ON","L4G 1P2","44.0073445376","-79.4695895553","4.0","21","1","Caterers;Event Planning & Services;Italian;Restaurants"
