id,created_at,tweets,user_id,user_location,retweet_count,Urls,Media,game
286,2018-04-15 21:14:26,"🙌 YASSS It's time for a great show TCNO:#Call of Duty and #PUBG LIVE 
https://t.co/4UgG2GaBAv https://t.co/lpbb9YWA4X",3152139655,Menomonie Wisconsin ,0,"[{'url': 'https://t.co/4UgG2GaBAv', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%23Call+of+Duty+and+%23PUBG+LIVE&pic=http://live.store.cmcm.com/big/liveme/415df41177401b7f8bd36f10174cffb2_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15238184504513806278%26area%3DA_US%26countryCode%3DZA%26topDown%3D1%26s%3D985597481050054656%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [70, 93]}]","[{'id': 985627429183152128, 'id_str': '985627429183152128', 'indices': [94, 117], 'media_url': 'http://pbs.twimg.com/media/Da2m7L1X4AA4A3X.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Da2m7L1X4AA4A3X.jpg', 'url': 'https://t.co/lpbb9YWA4X', 'display_url': 'pic.twitter.com/lpbb9YWA4X', 'expanded_url': 'https://twitter.com/Lynch18_DaGoat/status/985627430940565506/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]",Call of Duty
287,2018-04-15 20:20:07,"https://t.co/zpDI1c24vX - Buy Call of Duty: Ghosts  for $0.00 - Over 0% off!
https://t.co/V3TUrc3gjb
#Call #Duty:… https://t.co/ZDdJ4zJg0A",2736333787,,0,"[{'url': 'https://t.co/zpDI1c24vX', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/V3TUrc3gjb', 'expanded_url': 'https://dailygamesale.com/_96/', 'display_url': 'dailygamesale.com/_96/', 'indices': [77, 100]}, {'url': 'https://t.co/ZDdJ4zJg0A', 'expanded_url': 'https://twitter.com/i/web/status/985613762399883264', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [115, 138]}]",,Call of Duty
287,2018-04-15 20:20:07,"https://t.co/zpDI1c24vX - Buy Call of Duty: Ghosts  for $0.00 - Over 0% off!
https://t.co/V3TUrc3gjb
#Call #Duty:… https://t.co/ZDdJ4zJg0A",2736333787,,0,"[{'url': 'https://t.co/zpDI1c24vX', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/V3TUrc3gjb', 'expanded_url': 'https://dailygamesale.com/_96/', 'display_url': 'dailygamesale.com/_96/', 'indices': [77, 100]}, {'url': 'https://t.co/ZDdJ4zJg0A', 'expanded_url': 'https://twitter.com/i/web/status/985613762399883264', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [115, 138]}]",,Call of Duty
289,2018-04-15 05:39:49,#Call of duty ww2 why for expeditionary division when useing incendiary shells when I reload it reloads with regula… https://t.co/m6KvvArUAA,2395291568,,0,"[{'url': 'https://t.co/m6KvvArUAA', 'expanded_url': 'https://twitter.com/i/web/status/985392226103590913', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",,Call of Duty
290,2018-04-15 01:09:13,My main man ghost died with roach  R.I.P #CALL OF DUTY# https://t.co/6DrhaT1fXY,984909333736632320,United States,0,[],"[{'id': 985324124359684096, 'id_str': '985324124359684096', 'indices': [56, 79], 'media_url': 'http://pbs.twimg.com/media/DayTEhUU8AAoirc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DayTEhUU8AAoirc.jpg', 'url': 'https://t.co/6DrhaT1fXY', 'display_url': 'pic.twitter.com/6DrhaT1fXY', 'expanded_url': 'https://twitter.com/Lucarioc1371/status/985324127362977794/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 284, 'h': 177, 'resize': 'fit'}, 'small': {'w': 284, 'h': 177, 'resize': 'fit'}, 'medium': {'w': 284, 'h': 177, 'resize': 'fit'}}}]",Call of Duty
292,2018-04-14 16:10:06,"https://t.co/toTH97g2F2 - Buy Call of Duty: Ghosts  for $0.00 - Over 0% off!
https://t.co/g57h9aeRdF
#Call #Duty:… https://t.co/B1Z3OsJOtP",2735559156,,0,"[{'url': 'https://t.co/toTH97g2F2', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/g57h9aeRdF', 'expanded_url': 'https://dailygamesale.com/_96/', 'display_url': 'dailygamesale.com/_96/', 'indices': [77, 100]}, {'url': 'https://t.co/B1Z3OsJOtP', 'expanded_url': 'https://twitter.com/i/web/status/985188454471417858', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [115, 138]}]",,Call of Duty
292,2018-04-14 16:10:06,"https://t.co/toTH97g2F2 - Buy Call of Duty: Ghosts  for $0.00 - Over 0% off!
https://t.co/g57h9aeRdF
#Call #Duty:… https://t.co/B1Z3OsJOtP",2735559156,,0,"[{'url': 'https://t.co/toTH97g2F2', 'expanded_url': 'http://DailyGameSale.com', 'display_url': 'DailyGameSale.com', 'indices': [0, 23]}, {'url': 'https://t.co/g57h9aeRdF', 'expanded_url': 'https://dailygamesale.com/_96/', 'display_url': 'dailygamesale.com/_96/', 'indices': [77, 100]}, {'url': 'https://t.co/B1Z3OsJOtP', 'expanded_url': 'https://twitter.com/i/web/status/985188454471417858', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [115, 138]}]",,Call of Duty
293,2018-04-14 11:15:40,"'#Call Of #Duty' est un #jeux très #populaire entre les #enfants et les #adolescent, c'st un jeux qui réunis deux a… https://t.co/Oh8uaTEedw",71519882,,0,"[{'url': 'https://t.co/Oh8uaTEedw', 'expanded_url': 'https://twitter.com/i/web/status/985114360677916672', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",,Call of Duty
293,2018-04-14 11:15:40,"'#Call Of #Duty' est un #jeux très #populaire entre les #enfants et les #adolescent, c'st un jeux qui réunis deux a… https://t.co/Oh8uaTEedw",71519882,,0,"[{'url': 'https://t.co/Oh8uaTEedw', 'expanded_url': 'https://twitter.com/i/web/status/985114360677916672', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",,Call of Duty
293,2018-04-14 11:15:40,"'#Call Of #Duty' est un #jeux très #populaire entre les #enfants et les #adolescent, c'st un jeux qui réunis deux a… https://t.co/Oh8uaTEedw",71519882,,0,"[{'url': 'https://t.co/Oh8uaTEedw', 'expanded_url': 'https://twitter.com/i/web/status/985114360677916672', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",,Call of Duty
293,2018-04-14 11:15:40,"'#Call Of #Duty' est un #jeux très #populaire entre les #enfants et les #adolescent, c'st un jeux qui réunis deux a… https://t.co/Oh8uaTEedw",71519882,,0,"[{'url': 'https://t.co/Oh8uaTEedw', 'expanded_url': 'https://twitter.com/i/web/status/985114360677916672', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",,Call of Duty
293,2018-04-14 11:15:40,"'#Call Of #Duty' est un #jeux très #populaire entre les #enfants et les #adolescent, c'st un jeux qui réunis deux a… https://t.co/Oh8uaTEedw",71519882,,0,"[{'url': 'https://t.co/Oh8uaTEedw', 'expanded_url': 'https://twitter.com/i/web/status/985114360677916672', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",,Call of Duty
293,2018-04-14 11:15:40,"'#Call Of #Duty' est un #jeux très #populaire entre les #enfants et les #adolescent, c'st un jeux qui réunis deux a… https://t.co/Oh8uaTEedw",71519882,,0,"[{'url': 'https://t.co/Oh8uaTEedw', 'expanded_url': 'https://twitter.com/i/web/status/985114360677916672', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",,Call of Duty
294,2018-04-13 15:38:05,Someone keeps dying😂 @kevin_sipz #Call Of Duty 🎮,911040893628616705,,0,[],,Call of Duty
295,2018-04-13 14:25:24,"🙌 YASSS It's time for a great show OG༒LEGEND༒b!$h🍁:#Call of Duty ww2
https://t.co/PWEtBsrTlq https://t.co/dxa6edl65J",1362979514,جدة,0,"[{'url': 'https://t.co/PWEtBsrTlq', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%23Call+of+Duty+ww2+%23featureme&pic=http://live.store.cmcm.com/big/liveme/poster/121633bf2177ebaa9686de42ff0f055b_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15236208481643647172%26area%3DA_US%26countryCode%3DUS%26topDown%3D1%26s%3D598097603317858304%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [69, 92]}]","[{'id': 984799716096569344, 'id_str': '984799716096569344', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/Daq2H8TXcAApsel.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Daq2H8TXcAApsel.jpg', 'url': 'https://t.co/dxa6edl65J', 'display_url': 'pic.twitter.com/dxa6edl65J', 'expanded_url': 'https://twitter.com/Good9621/status/984799718151737349/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 640, 'h': 368, 'resize': 'fit'}, 'large': {'w': 640, 'h': 368, 'resize': 'fit'}, 'small': {'w': 640, 'h': 368, 'resize': 'fit'}}}]",Call of Duty
297,2018-04-13 08:50:20,#Call of Duty getn some cod on come hang#Liveme Wicked Estilo https://t.co/6Ucsa24Aaa https://t.co/esRQn3VRQY,27928738,"Bronx, Ny",0,"[{'url': 'https://t.co/6Ucsa24Aaa', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%23Call+of+Duty+getn+some+cod+on+come+hang&pic=http://live.store.cmcm.com/big/liveme/123db1bed58060129384b60c38547e07_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235870763963784263%26area%3DA_US%26countryCode%3DUS%26topDown%3D1&kid=2&shareto=twitter&s=938684549540347904', 'display_url': 'liveme.com/share/index_li…', 'indices': [62, 85]}]","[{'id': 984715393930596354, 'id_str': '984715393930596354', 'indices': [86, 109], 'media_url': 'http://pbs.twimg.com/media/DappbvwXkAIKHfX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DappbvwXkAIKHfX.jpg', 'url': 'https://t.co/esRQn3VRQY', 'display_url': 'pic.twitter.com/esRQn3VRQY', 'expanded_url': 'https://twitter.com/mika35/status/984715397697081344/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]",Call of Duty
299,2018-04-13 02:23:49,"🙌 YASSS It's time for a great show J2k_ASYLUM🌐GN:#Call of Duty #Cons
https://t.co/XUbWCNNOgt https://t.co/xsnzPUuZ0d",2851903511,"Rome, GA",0,"[{'url': 'https://t.co/XUbWCNNOgt', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%23Call+of+Duty+%23Console+Game+%23Fortnite&pic=http://live.store.cmcm.com/big/liveme/cover-8f5490f8d6f4e3dedcf5b046424fb497_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235832491637980394%26area%3DA_US%26countryCode%3DUS%26topDown%3D1%26s%3D951025297292140544%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [69, 92]}]","[{'id': 984618124317208576, 'id_str': '984618124317208576', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/DaoQ96NWsAAmYjo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaoQ96NWsAAmYjo.jpg', 'url': 'https://t.co/xsnzPUuZ0d', 'display_url': 'pic.twitter.com/xsnzPUuZ0d', 'expanded_url': 'https://twitter.com/wildvideo4/status/984618126359826432/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 540, 'resize': 'fit'}, 'large': {'w': 540, 'h': 540, 'resize': 'fit'}, 'small': {'w': 540, 'h': 540, 'resize': 'fit'}}}]",Call of Duty
299,2018-04-13 02:23:49,"🙌 YASSS It's time for a great show J2k_ASYLUM🌐GN:#Call of Duty #Cons
https://t.co/XUbWCNNOgt https://t.co/xsnzPUuZ0d",2851903511,"Rome, GA",0,"[{'url': 'https://t.co/XUbWCNNOgt', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%23Call+of+Duty+%23Console+Game+%23Fortnite&pic=http://live.store.cmcm.com/big/liveme/cover-8f5490f8d6f4e3dedcf5b046424fb497_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235832491637980394%26area%3DA_US%26countryCode%3DUS%26topDown%3D1%26s%3D951025297292140544%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [69, 92]}]","[{'id': 984618124317208576, 'id_str': '984618124317208576', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/DaoQ96NWsAAmYjo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaoQ96NWsAAmYjo.jpg', 'url': 'https://t.co/xsnzPUuZ0d', 'display_url': 'pic.twitter.com/xsnzPUuZ0d', 'expanded_url': 'https://twitter.com/wildvideo4/status/984618126359826432/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 540, 'resize': 'fit'}, 'large': {'w': 540, 'h': 540, 'resize': 'fit'}, 'small': {'w': 540, 'h': 540, 'resize': 'fit'}}}]",Call of Duty
300,2018-04-13 00:15:08,#Call of Duty zombieslayer#Liveme PAULE- https://t.co/sDWeEiUJ9z https://t.co/g7npqftn2a,2971161620,,0,"[{'url': 'https://t.co/sDWeEiUJ9z', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%23Call+of+Duty+zombieslayer&pic=http://live.store.cmcm.com/big/liveme/poster/206dcd107890d6f8ed0579a73d256e14_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235782326144635516%26area%3DA_US%26countryCode%3DUS%26topDown%3D1&kid=2&shareto=twitter&s=975661783882801152', 'display_url': 'liveme.com/share/index_li…', 'indices': [41, 64]}]","[{'id': 984585737889894402, 'id_str': '984585737889894402', 'indices': [65, 88], 'media_url': 'http://pbs.twimg.com/media/DanzgxXX0AIj-2C.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DanzgxXX0AIj-2C.jpg', 'url': 'https://t.co/g7npqftn2a', 'display_url': 'pic.twitter.com/g7npqftn2a', 'expanded_url': 'https://twitter.com/8f85341199d04a4/status/984585740901408768/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 540, 'resize': 'fit'}, 'large': {'w': 540, 'h': 540, 'resize': 'fit'}, 'small': {'w': 540, 'h': 540, 'resize': 'fit'}}}]",Call of Duty
301,2018-04-12 09:59:46,@consumerforum_ @inconsumerforum @Hindware_Homes So poor service and misbehave of mr.chatterjee who is #incharge of… https://t.co/0vgBRCiYtN,1015991630,"Kolkata, India",0,"[{'url': 'https://t.co/0vgBRCiYtN', 'expanded_url': 'https://twitter.com/i/web/status/984370483373096961', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]",,Call of Duty
303,2018-04-12 04:27:01,"#Call of Duty WWII, I, BO3 #Esp #liveme FireCold:
https://t.co/hS0SbUNoQb https://t.co/zGq9FW2aYk",1100620506,Honduras,0,"[{'url': 'https://t.co/hS0SbUNoQb', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%23Call+of+Duty+WWII%2C+I%2C+BO3+%23Esp&pic=http://live.store.cmcm.com/big/liveme/poster/ed7c354a24dc968471097ba498db647b_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235025768528761972%26area%3DA_US%26countryCode%3DHN%26topDown%3D1%26s%3D903950284400099328%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [50, 73]}]","[{'id': 984286741216579584, 'id_str': '984286741216579584', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/Dajjk39XUAAIihe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dajjk39XUAAIihe.jpg', 'url': 'https://t.co/zGq9FW2aYk', 'display_url': 'pic.twitter.com/zGq9FW2aYk', 'expanded_url': 'https://twitter.com/XxFireColdxX/status/984286742713982976/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 540, 'h': 540, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 540, 'h': 540, 'resize': 'fit'}, 'medium': {'w': 540, 'h': 540, 'resize': 'fit'}}}]",Call of Duty
303,2018-04-12 04:27:01,"#Call of Duty WWII, I, BO3 #Esp #liveme FireCold:
https://t.co/hS0SbUNoQb https://t.co/zGq9FW2aYk",1100620506,Honduras,0,"[{'url': 'https://t.co/hS0SbUNoQb', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%23Call+of+Duty+WWII%2C+I%2C+BO3+%23Esp&pic=http://live.store.cmcm.com/big/liveme/poster/ed7c354a24dc968471097ba498db647b_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235025768528761972%26area%3DA_US%26countryCode%3DHN%26topDown%3D1%26s%3D903950284400099328%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [50, 73]}]","[{'id': 984286741216579584, 'id_str': '984286741216579584', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/Dajjk39XUAAIihe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dajjk39XUAAIihe.jpg', 'url': 'https://t.co/zGq9FW2aYk', 'display_url': 'pic.twitter.com/zGq9FW2aYk', 'expanded_url': 'https://twitter.com/XxFireColdxX/status/984286742713982976/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 540, 'h': 540, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 540, 'h': 540, 'resize': 'fit'}, 'medium': {'w': 540, 'h': 540, 'resize': 'fit'}}}]",Call of Duty
303,2018-04-12 04:27:01,"#Call of Duty WWII, I, BO3 #Esp #liveme FireCold:
https://t.co/hS0SbUNoQb https://t.co/zGq9FW2aYk",1100620506,Honduras,0,"[{'url': 'https://t.co/hS0SbUNoQb', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%23Call+of+Duty+WWII%2C+I%2C+BO3+%23Esp&pic=http://live.store.cmcm.com/big/liveme/poster/ed7c354a24dc968471097ba498db647b_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235025768528761972%26area%3DA_US%26countryCode%3DHN%26topDown%3D1%26s%3D903950284400099328%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [50, 73]}]","[{'id': 984286741216579584, 'id_str': '984286741216579584', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/Dajjk39XUAAIihe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dajjk39XUAAIihe.jpg', 'url': 'https://t.co/zGq9FW2aYk', 'display_url': 'pic.twitter.com/zGq9FW2aYk', 'expanded_url': 'https://twitter.com/XxFireColdxX/status/984286742713982976/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 540, 'h': 540, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 540, 'h': 540, 'resize': 'fit'}, 'medium': {'w': 540, 'h': 540, 'resize': 'fit'}}}]",Call of Duty
304,2018-04-12 03:56:20,"🙌 YASSS It's time for a great show FireCold:#Call of Duty WWII, I, BO
https://t.co/QsanD3lyjI https://t.co/PI4gf7B6ak",948818517444452352,,0,"[{'url': 'https://t.co/QsanD3lyjI', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%23Call+of+Duty+WWII%2C+I%2C+BO3+%23Esp&pic=http://live.store.cmcm.com/big/liveme/poster/ed7c354a24dc968471097ba498db647b_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235025768528761972%26area%3DA_US%26countryCode%3DHN%26topDown%3D1%26s%3D977837399772110848%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [70, 93]}]","[{'id': 984279019326771201, 'id_str': '984279019326771201', 'indices': [94, 117], 'media_url': 'http://pbs.twimg.com/media/DajcjZrXkAEmf93.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DajcjZrXkAEmf93.jpg', 'url': 'https://t.co/PI4gf7B6ak', 'display_url': 'pic.twitter.com/PI4gf7B6ak', 'expanded_url': 'https://twitter.com/Alegriia92/status/984279021096722432/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]",Call of Duty
305,2018-04-12 03:12:01,"#Call of Duty WWII, I, BO3 #Esp #liveme FireCold:
https://t.co/93cKZNqIs8 https://t.co/vWcJdfxIdN",1100620506,Honduras,0,"[{'url': 'https://t.co/93cKZNqIs8', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=&pic=http://live.store.cmcm.com/big/liveme/poster/ed7c354a24dc968471097ba498db647b_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235025768528761972%26area%3DA_US%26countryCode%3DHN%26topDown%3D1%26s%3D903950284400099328%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [50, 73]}]","[{'id': 984267865388929024, 'id_str': '984267865388929024', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/DajSaKBW0AAgLbC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DajSaKBW0AAgLbC.jpg', 'url': 'https://t.co/vWcJdfxIdN', 'display_url': 'pic.twitter.com/vWcJdfxIdN', 'expanded_url': 'https://twitter.com/XxFireColdxX/status/984267867184091136/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 540, 'h': 540, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 540, 'h': 540, 'resize': 'fit'}, 'medium': {'w': 540, 'h': 540, 'resize': 'fit'}}}]",Call of Duty
305,2018-04-12 03:12:01,"#Call of Duty WWII, I, BO3 #Esp #liveme FireCold:
https://t.co/93cKZNqIs8 https://t.co/vWcJdfxIdN",1100620506,Honduras,0,"[{'url': 'https://t.co/93cKZNqIs8', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=&pic=http://live.store.cmcm.com/big/liveme/poster/ed7c354a24dc968471097ba498db647b_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235025768528761972%26area%3DA_US%26countryCode%3DHN%26topDown%3D1%26s%3D903950284400099328%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [50, 73]}]","[{'id': 984267865388929024, 'id_str': '984267865388929024', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/DajSaKBW0AAgLbC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DajSaKBW0AAgLbC.jpg', 'url': 'https://t.co/vWcJdfxIdN', 'display_url': 'pic.twitter.com/vWcJdfxIdN', 'expanded_url': 'https://twitter.com/XxFireColdxX/status/984267867184091136/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 540, 'h': 540, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 540, 'h': 540, 'resize': 'fit'}, 'medium': {'w': 540, 'h': 540, 'resize': 'fit'}}}]",Call of Duty
305,2018-04-12 03:12:01,"#Call of Duty WWII, I, BO3 #Esp #liveme FireCold:
https://t.co/93cKZNqIs8 https://t.co/vWcJdfxIdN",1100620506,Honduras,0,"[{'url': 'https://t.co/93cKZNqIs8', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=&pic=http://live.store.cmcm.com/big/liveme/poster/ed7c354a24dc968471097ba498db647b_icon.jpeg&url=http%3A%2F%2Fwww.liveme.com%2Fmedia%2Fliveshort%2Fdist%2F%3Fvideoid%3D15235025768528761972%26area%3DA_US%26countryCode%3DHN%26topDown%3D1%26s%3D903950284400099328%26shareto%3DTwitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [50, 73]}]","[{'id': 984267865388929024, 'id_str': '984267865388929024', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/DajSaKBW0AAgLbC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DajSaKBW0AAgLbC.jpg', 'url': 'https://t.co/vWcJdfxIdN', 'display_url': 'pic.twitter.com/vWcJdfxIdN', 'expanded_url': 'https://twitter.com/XxFireColdxX/status/984267867184091136/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 540, 'h': 540, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 540, 'h': 540, 'resize': 'fit'}, 'medium': {'w': 540, 'h': 540, 'resize': 'fit'}}}]",Call of Duty
306,2018-04-12 02:35:29,"🙌 YASSS It's time for a great show LMA͜͡🎭RΞiGN™:#Call of Duty 
https://t.co/PaTDqBmrUS https://t.co/SC2QsWEn2T",863727405906767872,,0,"[{'url': 'https://t.co/PaTDqBmrUS', 'expanded_url': 'https://www.liveme.com/share/index_live.php?title=%2525252523Call%2525252Bof%2525252BDuty&pic=http%2525253A%2525252F%2525252Flive.store.cmcm.com%2525252Fbig%2525252Fliveme%2525252Fcover-da321e9513c17ff048a6f090684c88da_icon.jpeg&url=http%252525253A%252525252F%252525252Fwww.liveme.com%252525252Fmedia%252525252Fliveshort%252525252Fdist%252525252F%252525253Fvideoid%252525253D15234994268449662001%2525252526area%252525253DA_US%2525252526countryCode%252525253DUS%2525252526topDown%252525253D1&kid=2&s=878918217475948544&shareto=Twitter', 'display_url': 'liveme.com/share/index_li…', 'indices': [63, 86]}]","[{'id': 984258673101942784, 'id_str': '984258673101942784', 'indices': [87, 110], 'media_url': 'http://pbs.twimg.com/media/DajKDGFWsAATbJw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DajKDGFWsAATbJw.jpg', 'url': 'https://t.co/SC2QsWEn2T', 'display_url': 'pic.twitter.com/SC2QsWEn2T', 'expanded_url': 'https://twitter.com/s4l_tizzyfizzy/status/984258675304026112/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 540, 'resize': 'fit'}, 'large': {'w': 540, 'h': 540, 'resize': 'fit'}, 'small': {'w': 540, 'h': 540, 'resize': 'fit'}}}]",Call of Duty
