Timestamp,Tweet_ID,User_ID,Screen_Name,Tweet,Followers_Count,Friends_Count,Retweet_Count,Favorite_Count
4/10/2018 23:59,9.83857E+17,9.57204E+17,Countrynatblogs,"b'#Showtime! 3 x #Artists #Bands , #Music #Reviews release! FRIDAY *9AM PT-Sweden/Australia-influenced: #Film Soundtr\xe2\x80\xa6 https://t.co/bYUdwToZek'",315,743,1,1
4/10/2018 23:59,9.83857E+17,226586417,Ando_Drago,"b""RT @Ando_Drago: \xe2\x80\x98MAN OF HONOUR'- Alternative Ver.\xe3\x80\x8eREIGN SUPREME\xe3\x80\x8f1st Sneak Peek Demo\xe2\x80\x99 on #SoundCloud #AndoDrago #MANOFHONOUR #HipHop #Trap #\xe2\x80\xa6""",199,184,1,0
4/10/2018 23:59,9.83857E+17,9.83856E+17,shirely03038440,"b""RT @Indie_Success: If you don't support #indiemusic by purchasing #music products from #unsigned #artists you love, they won't be able to s\xe2\x80\xa6""",3,21,56,0
4/10/2018 23:59,9.83857E+17,16137071,UrbanMusic2000,b'#NP https://t.co/VIlbukLvuz #UM2K 2 Chainz - Used 2 #music #songs #goodmusic #repeat',2406,16,0,0
4/10/2018 23:59,9.83857E+17,3077081726,rvitthaya,b'RT @_cityboyjr: Fall- Chole X Halle \xf0\x9f\x92\xae\xe3\x8a\x97\xef\xb8\x8f\n\n#cover #music #guitar https://t.co/MmG2ZqBJwL',348,518,52,0
4/10/2018 23:59,9.83857E+17,605720798,laughinginside,b'RT @shaneocphoto: Take it in @NiallOfficial \xf0\x9f\x91\x8f #dublin #NiallHoran #concert #music #photography @3arenadublin https://t.co/HkCPLTX6g3',280,218,287,0
4/10/2018 23:59,9.83857E+17,116922374,BoogsMalone,b'Digital Runaway -Lil Yachty type beat https://t.co/RGS8raSQB6 via @YouTube DOWNLOAD NOW #beats #music #lilyachty',81193,37311,0,0
4/10/2018 23:59,9.83857E+17,9.48343E+17,DNRsquad,b'RT @Alkualat: Today\xe2\x80\x99s work... \xf0\x9f\x8e\xb6\n#music #originalmusic #composition #composer #composerlife #irishmusic #celticmusic #newmusic #recording ht\xe2\x80\xa6',4615,2,1,0
4/10/2018 23:59,9.83857E+17,9.28464E+17,NVMedia5,"b""\xf0\x9f\x99\x8c YASSS It's time for a great show Ms.\xf0\x9f\x91\xb8 CHecKaBiH \xe2\x99\xa1:#Music Issa Ride\nhttps://t.co/CtdNzBw10X https://t.co/9fr61WT7bm""",3,102,0,0
4/10/2018 23:59,9.83857E+17,9.53696E+17,DNRsMusic,b'RT @angelaruediger: My music: Marco\n\n#music #Spotify #pianist #Lovemusic https://t.co/oFCAv4tKSR',2987,794,5,0
4/10/2018 23:59,9.83857E+17,2696670091,Capital_Rapps,b'RT @UGO_BOSS__: \xf0\x9f\x91\x91 U-GO BO$$ \xf0\x9f\x91\x91-\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8fWhy Should I [Official Video] \xf0\x9f\x8e\xa5 \xf0\x9f\x92\xa8\xf0\x9f\x92\xa8\xf0\x9f\x92\xa8\n\xf0\x9f\x88\xb9 via @YouTube \xf0\x9f\x88\xb4 #Rap \xf0\x9f\x88\xb2 #HipHop \xf0\x9f\x8e\xb6 #Music \xf0\x9f\x8e\xb6 #Rapper \xe2\x9c\x9d\xef\xb8\x8f#UnderGodOnly\xe2\x80\xa6',4494,4281,174,0
4/10/2018 23:59,9.83857E+17,959349781,BossyCowgurl84,"b""Watch @chrisgalesmusic's broadcast: #tuesdayvibes #Music #Memphis #BealeStreet  #TeamChrisGales  https://t.co/4JOWrieMrV""",20949,20834,0,1
4/10/2018 23:59,9.83857E+17,9.48343E+17,DNRsquad,b'RT @MAMAYouth: Following on from yesterday\xe2\x80\x99s video we posted... here are the #Researchers finding out what teams they are in for season 14\xe2\x80\xa6',4615,2,4,0
4/10/2018 23:59,9.83857E+17,9.53696E+17,DNRsMusic,b'RT @KSCRRADIO: #NowPlaying Falling by Claudia Varona on https://t.co/WfMzlIpphZ  Listen now! https://t.co/7Dw5aFnaoO #music #radio #onliner\xe2\x80\xa6',2987,794,2,0
4/10/2018 23:59,9.83857E+17,4876036149,classichitradio,"b'Your favorite songs #music #rock #pop #dance #latino "" Usher - You Make Me Wanna "" on https://t.co/IptymHrWci'",4107,4548,1,0
4/10/2018 23:59,9.83857E+17,213525874,HansEbertHK,b'@fasttrackhk ANYONE ELSE SEARCHING FOR THE INNER LIGHT?\n\nhttps://t.co/MXRwMV861i\n\n#socialmedia #reality #music\xe2\x80\xa6 https://t.co/iP7E5EPsQF',3382,3355,1,0
4/10/2018 23:59,9.83857E+17,9.48343E+17,DNRsquad,b'RT @hennemusic: @thecarsband announce #ShakeItUp and #HeartbeatCity expanded reissues @Rhino_Records @rockhall #rock #music #news https://t\xe2\x80\xa6',4615,2,6,0
4/10/2018 23:59,9.83857E+17,2696670091,Capital_Rapps,b'RT @UGO_BOSS__: \xf0\x9f\x9b\x91 $he only like me cause my mouth $hine \xf0\x9f\x93\xb8@ofalode_#WaleVisions #Photography #UGOboss #HipHop #High #Fashion @__AHNS__ #AHNS\xe2\x80\xa6',4494,4281,49,0
4/10/2018 23:59,9.83857E+17,8.74106E+17,Dax_x98,b'#LinkinPark- One More Light \n\nRest In Peace #ChesterBennington #Music #Youtube #musictherapy\n\nhttps://t.co/6RWzBbeKTQ',24270,26216,12,19
4/10/2018 23:59,9.83857E+17,8.6589E+17,VarshaNaik17,"b'Beyonce, the Weeknd to Stream Coachella Sets on YouTube #music https://t.co/vG68L4sU1Y'",1,20,0,0
4/10/2018 23:59,9.83857E+17,9.53696E+17,DNRsMusic,b'RT @FelipeCarvajalR: Compose a Dance Music Track? Why not?\n#composer #music #producer #edm #beats #miami #kontakt\xe2\x80\xa6 https://t.co/XvJs6qii3M',2987,794,2,0
4/10/2018 23:59,9.83857E+17,9.48343E+17,DNRsquad,b'RT @_cityboyjr: Moonriver \xf0\x9f\x92\xae\xe3\x8a\x97\xef\xb8\x8f\n\n#FrankOcean #cover #music #love https://t.co/38Xt5YsYJ7',4615,2,128,0
4/10/2018 23:59,9.83857E+17,9.56626E+17,UKcountryNews,b'RT @SilveradoLabel: The Silverado Signature Songwriter Series! #music https://t.co/oLSro3QLoW',371,1064,23,0
4/10/2018 23:59,9.83857E+17,574966718,that_migo_oski,b'durttyboyz go to the page and like the post for me family #familyonly #nawfside #atlanta #music\xe2\x80\xa6 https://t.co/ogQPYjffRz',353,814,0,0
4/10/2018 23:59,9.83857E+17,2696670091,Capital_Rapps,b'RT @Capital_Rapps: \xe2\x9c\x9d\xef\xb8\x8f #BlessedRightNow by @fuckhenneypapi X @UGO_BOSS__ #np on #YouTube and all streaming platforms #LitLyfe \xf0\x9f\x94\xa5 #CapitalRapp\xe2\x80\xa6',4494,4281,126,0
4/10/2018 23:59,9.83857E+17,9.53696E+17,DNRsMusic,b'RT @SocialEspionage: Music + Tech Connect #Music #Technology #Connections #MusicTech #Tech #Networking\xe2\x80\xa6 https://t.co/ozZlim1Nys',2987,794,2,0
4/10/2018 23:58,9.83857E+17,2871350397,tanita_ojo,b'RT @MAMAYouth: Following on from yesterday\xe2\x80\x99s video we posted... here are the #Researchers finding out what teams they are in for season 14\xe2\x80\xa6',131,317,4,0
4/10/2018 23:58,9.83857E+17,120678909,Alkualat,b'Today\xe2\x80\x99s work... \xf0\x9f\x8e\xb6\n#music #originalmusic #composition #composer #composerlife #irishmusic #celticmusic #newmusic\xe2\x80\xa6 https://t.co/qCr8RM7g9S',233,454,1,0
4/10/2018 23:58,9.83857E+17,9.53696E+17,DNRsMusic,"b'RT @agiblin95: Where words leave off, #music begins.\n- Heinrich Heine https://t.co/ppE2xz4QYo'",2987,794,49,0
4/10/2018 23:58,9.83857E+17,9.48343E+17,DNRsquad,"b""RT @ugnjamz: Kelly Price - And You Don't Stop https://t.co/EAQLJFntAo #ugnjamz #gospel #radio #music""",4615,2,1,0
4/10/2018 23:58,9.83857E+17,3386493133,kakicchysmusic4,"b""HARD IT'S SO HARD\xe3\x80\x80\n https://t.co/z4L2yDLi5J #applemusic #iTunes #music""",3453,4758,0,0
4/10/2018 23:58,9.83857E+17,43598363,NNealWhitefield,"b'RT @boredpanda: Girl Does Not Realize She\xe2\x80\x99s Sitting Next To Her The Guy Whose Music She\xe2\x80\x99s Listening To, And It Escalates Hilariously #music\xe2\x80\xa6'",6368,5097,78,0
4/10/2018 23:58,9.83857E+17,9.53696E+17,DNRsMusic,"b""RT @HardwireSpeers: Ain't Half Empty - https://t.co/UetdmmSucA\n\n#music #singersongwriter""",2987,794,2,0
4/10/2018 23:58,9.83857E+17,9.48343E+17,DNRsquad,b'RT @KSCRRADIO: #NowPlaying Falling by Claudia Varona on https://t.co/WfMzlIpphZ  Listen now! https://t.co/7Dw5aFnaoO #music #radio #onliner\xe2\x80\xa6',4615,2,2,0
4/10/2018 23:58,9.83857E+17,4833240020,LeadershipPPF,"b""RT @LeadershipPPF: \xe2\x80\x9cNo, his mind is not for rent\nTo any god or government\nAlways hopeful, yet discontent\nHe knows changes aren't permanent\xe2\x80\xa6""",1463,900,9,0
4/10/2018 23:58,9.83857E+17,9.43731E+17,TheObserver619,b'Just finished my new song \xe2\x80\x9cMy Bed\xe2\x80\x9d! Take a listen if you have the time! #music #newmusic #new #rap #SoundCloud https://t.co/MklNXHIS8Y',13,56,0,1
4/10/2018 23:58,9.83857E+17,21226048,ugnjamz,"b""Kelly Price - And You Don't Stop https://t.co/EAQLJFntAo #ugnjamz #gospel #radio #music""",4176,2290,1,1
4/10/2018 23:58,9.83857E+17,17222991,VRadio,"b""RT @FollowNoOneBand: Countdown to Friday...\n\nJust 4 more days..It'll be here before you know it!\n\nFrom our Release 5....\n\n#GuardianAngel\n\n#\xe2\x80\xa6""",1127,1960,16,0
4/10/2018 23:58,9.83857E+17,3101990130,faronschneider,b'RT @_cityboyjr: Moonriver \xf0\x9f\x92\xae\xe3\x8a\x97\xef\xb8\x8f\n\n#FrankOcean #cover #music #love https://t.co/38Xt5YsYJ7',1602,1003,128,0
4/10/2018 23:58,9.83857E+17,2319269091,angelbaby162001,b'RT @hennemusic: @thecarsband announce #ShakeItUp and #HeartbeatCity expanded reissues @Rhino_Records @rockhall #rock #music #news https://t\xe2\x80\xa6',93,755,6,0
4/10/2018 23:58,9.83857E+17,2485858388,MrScottKelso,"b'@alkali19 @cmolanphy Here\'s a start:\n""Waiting"" (from #Erotica, 1992)\n""Sanctuary"" (from #Bedtime Stories, 1994)\n""I W\xe2\x80\xa6 https://t.co/UJYipVKO2L'",218,1248,0,0
4/10/2018 23:58,9.83857E+17,9.48343E+17,DNRsquad,b'RT @FelipeCarvajalR: Compose a Dance Music Track? Why not?\n#composer #music #producer #edm #beats #miami #kontakt\xe2\x80\xa6 https://t.co/XvJs6qii3M',4615,2,2,0
4/10/2018 23:58,9.83857E+17,7.8054E+17,KohnuhHipHop,b'\xf0\x9f\x8c\xb4 @21savage x @youngnudy \xf0\x9f\x8c\xb4 learn from a master.\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n#hiphop #hiphopheads #hiphopmusic #music #21savage https://t.co/lFUqLSfHIE',3436,582,0,0
4/10/2018 23:58,9.83857E+17,7.51257E+17,MPRADIO_NET,b'Split Stones - Maggie Rogers #Radio #Music #Live #NP #HipHop #Pop #Rap https://t.co/mVujHDtFm1',3700,2701,0,0
4/10/2018 23:58,9.83857E+17,9.53696E+17,DNRsMusic,"b""RT @blow_inthewind: Enjoy with good #rock #disco #pop #music #np  Shania Twain - Honey, I'm Home on https://t.co/nTqKqSIU3T""",2987,794,1,0
4/10/2018 23:58,9.83857E+17,8.50145E+17,ReadySetGameDev,b'RT @SolarPhasing: #NewRelease\n A game ambient scifi music  (Who Is There )\nhttps://t.co/my585S10kv\n#Indiedevhour #Indiegame #Indiegamedev #\xe2\x80\xa6',2478,532,15,0
4/10/2018 23:58,9.83857E+17,9.48343E+17,DNRsquad,b'RT @SocialEspionage: Music + Tech Connect #Music #Technology #Connections #MusicTech #Tech #Networking\xe2\x80\xa6 https://t.co/ozZlim1Nys',4615,2,2,0
4/10/2018 23:58,9.83857E+17,5068141,Altoecko,b'Album on table!\n\nhttps://t.co/khjgrUiOFu\n\n#cosmosfactory #creedenceclearwaterrevival #music #vinyl #vinylgram\xe2\x80\xa6 https://t.co/QZG2bzvMH8',200,223,5,3
4/10/2018 23:58,9.83857E+17,9.48343E+17,DNRsquad,"b""RT @HardwireSpeers: Ain't Half Empty - https://t.co/UetdmmSucA\n\n#music #singersongwriter""",4615,2,2,0
4/10/2018 23:58,9.83857E+17,129186180,RichieRosati,"b'RT @RichieRosati: #Artists, #RecordLabels, #Indie Films. Need help promoting your product? Book me as your Social Media #Influencer #Promot\xe2\x80\xa6'",76006,68649,3,0
4/10/2018 23:58,9.83857E+17,1442895752,India2you,"b'RT @agiblin95: Where words leave off, #music begins.\n- Heinrich Heine https://t.co/ppE2xz4QYo'",1915,2605,49,0
4/10/2018 23:58,9.83857E+17,164553736,TIMisMUSIC,b'Blessed and fully aware of Gods promise. #glowup #us #2018 #faith #music #fashion #creator\xe2\x80\xa6 https://t.co/J2MZCiE7LV',63,364,0,1
4/10/2018 23:58,9.83857E+17,339886323,KSCRRADIO,b'#NowPlaying Falling by Claudia Varona listen now on https://t.co/7Dw5aFnaoO  https://t.co/WfMzlIpphZ  #music #radio\xe2\x80\xa6 https://t.co/aB4r7vC1i6',44056,3468,0,0
4/10/2018 23:58,9.83857E+17,358932324,blow_inthewind,"b""Enjoy with good #rock #disco #pop #music #np  Shania Twain - Honey, I'm Home on https://t.co/nTqKqSIU3T""",4227,4877,1,0
4/10/2018 23:58,9.83857E+17,105150346,SocialEspionage,b'Music + Tech Connect #Music #Technology #Connections #MusicTech #Tech #Networking\xe2\x80\xa6 https://t.co/ozZlim1Nys',4456,756,2,0
4/10/2018 23:58,9.83857E+17,1385325830,FelipeCarvajalR,b'Compose a Dance Music Track? Why not?\n#composer #music #producer #edm #beats #miami #kontakt\xe2\x80\xa6 https://t.co/XvJs6qii3M',171,377,2,1
4/10/2018 23:58,9.83857E+17,339886323,KSCRRADIO,b'#NowPlaying Falling by Claudia Varona on https://t.co/WfMzlIpphZ  Listen now! https://t.co/7Dw5aFnaoO #music #radio #onlineradio #indiemusic',44056,3468,2,0
4/10/2018 23:58,9.83857E+17,9.48343E+17,DNRsquad,b'RT @angelaruediger: My music: Marco\n\n#music #Spotify #pianist #Lovemusic https://t.co/oFCAv4tKSR',4615,2,5,0
4/10/2018 23:58,9.83857E+17,3021584496,TanPhamPham,b'RT @AndresSecret: Baby eats lemon for the first time (Follow me for more funny videos)\n\n#videos #funny #funnymemes #funnyvideos #followtrai\xe2\x80\xa6',16,68,13,0
4/10/2018 23:58,9.83857E+17,9.48343E+17,DNRsquad,b'RT @_cityboyjr: Don\xe2\x80\x99t matter- @akon \n\nTag a friend \xf0\x9f\x98\x8a \n\n#akon #cover #love #music #guitar https://t.co/fyoUaYWH44',4615,2,76,0
4/10/2018 23:57,9.83857E+17,4833240020,LeadershipPPF,"b""RT @LeadershipPPF: \xe2\x80\x9cLiving in a fish eye lens\nCaught in the camera eye\nI have no heart to lie\nI can't pretend a stranger\nIs a long-awaited\xe2\x80\xa6""",1463,900,9,0
4/10/2018 23:57,9.83857E+17,9.45519E+17,oka_ratnayani,b'RT @AnandAshramUbud: Feel the force of stream of live #music as each and every note #heals you from within and enhances your #spirit - #Ana\xe2\x80\xa6',3,13,6,0
4/10/2018 23:57,9.83857E+17,1960006242,HelenLColeman,b'RT @Lisvnorrland: Play music by #Carlos_Wilde https://t.co/7WbCpCwUgu\n#Rock #Blues #PopPunk #Powerpop  #Mellow #Indie #music https://t.co/U\xe2\x80\xa6',17287,17227,8,0
4/10/2018 23:57,9.83857E+17,9.69021E+17,ReadySetMusic2,b'RT @POPXXICENTURY: The Best #pop #hits #music #np A Tribe Called Quest - Stressed Out on https://t.co/hdB03mtydc',988,798,2,0
4/10/2018 23:57,9.83857E+17,81476980,camballet,"b'RT @TGRepertoire: Sheet music (affiliate link): https://t.co/QDRdShmEzB\n\n#Bach, Prelude in E minor, BWV 941, Piano: https://t.co/q2Hv07vln8\xe2\x80\xa6'",242,375,2,0
4/10/2018 23:57,9.83857E+17,9.01203E+17,Meet_TheJeweler,b'Follow me on @BeatStars #beats #music https://t.co/wEcUTjcalE',229,640,0,0
4/10/2018 23:57,9.83857E+17,4833240020,LeadershipPPF,"b""RT @LeadershipPPF: \xe2\x80\x9cIt's cold comfort\nTo the ones without it\nTo know how they struggled\nHow they suffered about it\nIf their lives were exot\xe2\x80\xa6""",1463,900,2,0
4/10/2018 23:57,9.83857E+17,3312153496,Architect696,b'Architect696 - The Unborn Son #Rap #Music #HipHop #Freestyle #Everyday #ThatWay https://t.co/uqqNdIkgsx\xe2\x80\xa6 https://t.co/u1lPHNiARm',147,54,2,0
4/10/2018 23:57,9.83857E+17,9.48343E+17,DNRsquad,b'RT @JeansRadio: Now Playing:  The Cure - A Forest  \nhttps://t.co/6EPM9Pyk5e\nhttps://t.co/MGjqT4lYvS\n #rock  #music #radio',4615,2,1,0
4/10/2018 23:57,9.83857E+17,9.48343E+17,DNRsquad,b'RT @Nik_No_C: I love #ccr but I\xe2\x80\x99m not feeling this one #vinyl #music #americanstyle https://t.co/b2wNXucagh',4615,2,1,0
4/10/2018 23:57,9.83856E+17,9.48343E+17,DNRsquad,"b'RT @DocIvanSFN: For Doug, Helen and Brenda... Johnny Ramone. Download the fullsized desktop wallpaper here: https://t.co/xcOXGvXvat #Ramone\xe2\x80\xa6'",4615,2,16,0
4/10/2018 23:57,9.83856E+17,2225827864,mariojoseh555,b'RT @alliesealey: Coffee and Songs! #music #songwriter #songs https://t.co/BFr3J4FM2v',1098,1158,25,0
4/10/2018 23:57,9.83856E+17,9.20781E+17,TinyCityAdvntr,b'Subscibe to our YouTube channel for children https://t.co/3FLPH8sFA4 #learningvideo #songsforkids #ABC #HomeSchool\xe2\x80\xa6 https://t.co/OKsa53Goi0',864,2346,2,1
4/10/2018 23:57,9.83856E+17,9.48343E+17,DNRsquad,"b'RT @DaisyHobbs: Hope this can make you laugh and feel better, @Lin_Manuel! \nWATCH FULL VIDEO HERE: https://t.co/UeuzFpZaGQ\n@brunomars @iamc\xe2\x80\xa6'",4615,2,1,0
4/10/2018 23:57,9.83856E+17,4833240020,LeadershipPPF,"b""RT @LeadershipPPF: \xe2\x80\x9cI believe that every soul\nHas a song to sing\nThe spirit's locked in every man\nWaiting for a wing\nOh, so much is wasted\xe2\x80\xa6""",1463,900,2,0
4/10/2018 23:57,9.83856E+17,4645306221,LGCullens,b'RT @artdi7: #music Take On Me - a-ha - Brooklyn Duo at Carnegie Hall https://t.co/TUfcstxs7O via @YouTube',6640,5512,4,0
4/10/2018 23:57,9.83856E+17,191518615,playfulmeander,"b'This one really, really breaks me. Sad song: Joni Mitchell - River https://t.co/jGSt8yQI0B via @YouTube.  #music\xe2\x80\xa6 https://t.co/ZK7uBCLSb9'",96,468,0,0
4/10/2018 23:57,9.83856E+17,4304271374,AnEmptyBarStool,"b'Beyonce, the Weeknd to Stream Coachella Sets on YouTube https://t.co/R2vRsel0cg #music'",499,226,0,0
4/10/2018 23:57,9.83856E+17,9.83625E+17,ypcyyyyy,"b'RT @exo_songs: #CBX_BloomingDays 471K likes, 2.5M views \xf0\x9f\x92\x90\n\n#PremiosMTVMiaw #MTVBRKPOPEXO @weareoneEXO \n#music #newsongs #TuesdayMusic \n\nhtt\xe2\x80\xa6'",51,56,10,0
4/10/2018 23:57,9.83856E+17,29454527,Nik_No_C,b'I love #ccr but I\xe2\x80\x99m not feeling this one #vinyl #music #americanstyle https://t.co/b2wNXucagh',2043,1529,1,0
4/10/2018 23:57,9.83856E+17,3101990130,faronschneider,b'RT @_cityboyjr: Don\xe2\x80\x99t matter- @akon \n\nTag a friend \xf0\x9f\x98\x8a \n\n#akon #cover #love #music #guitar https://t.co/fyoUaYWH44',1602,1003,76,0
4/10/2018 23:57,9.83856E+17,1199398542,angelaruediger,b'My music: Marco\n\n#music #Spotify #pianist #Lovemusic https://t.co/oFCAv4tKSR',94,99,5,6
4/10/2018 23:57,9.83856E+17,15422347,HardwireSpeers,"b""Ain't Half Empty - https://t.co/UetdmmSucA\n\n#music #singersongwriter""",6308,5998,2,0
4/10/2018 23:56,9.83856E+17,9.69021E+17,ReadySetMusic2,b'RT @DavidBeard2: And relax https://t.co/HqEYut2qQf #TwinkleTwinkleLittleStar  #MusicForBabies #BabyMusic #ChildrensMusic #RoyaltyFreeMusic\xe2\x80\xa6',988,798,3,0
4/10/2018 23:56,9.83856E+17,9.80499E+17,ONEMagazine6,"b'RT @ONEMagazine6: Rt: This is a song Kanye West recorded before he was signed called ""Street Love"". One of the songs on the beat tape for s\xe2\x80\xa6'",367,1702,3,0
4/10/2018 23:56,9.83856E+17,945449448,CoryCooperMusic,"b""So excited to announce that I'll be performing a set at the House of Blues Anaheim's (@hobanaheim) Foundation Room\xe2\x80\xa6 https://t.co/T4eg7iHq8q""",278,308,0,1
4/10/2018 23:56,9.83856E+17,9.48343E+17,DNRsquad,b'RT @drummountain: It makes me wonder.  @msjessicajones whitewaterramble #ledzeppelin #stairwaytoheaven #music https://t.co/2KRV6Rpp1M',4615,2,1,0
4/10/2018 23:56,9.83856E+17,1156583192,BarbWiresRadio,b'JAMES BAY - IF YOU EVER WANT TO BE IN LOVE (barbwires) #NowPlaying #RnB #Pop #Hit #Music',13851,13115,0,1
4/10/2018 23:56,9.83856E+17,777522158,ReeeelGood,"b""#1001FILMSCORES\nNo. 265 | 'The Mole' by Hans Zimmer from Dunkirk https://t.co/nxDpmU419L #filmmaking #dunkirk\xe2\x80\xa6 https://t.co/1SbBblDFk9""",547,475,0,0
4/10/2018 23:56,9.83856E+17,702125877,QuibellPaul,"b'RT @DocIvanSFN: For Doug, Helen and Brenda... Johnny Ramone. Download the fullsized desktop wallpaper here: https://t.co/xcOXGvXvat #Ramone\xe2\x80\xa6'",59400,46162,16,0
4/10/2018 23:56,9.83856E+17,9.48343E+17,DNRsquad,"b'RT @exo_songs: #CBX_BloomingDays 471K likes, 2.5M views \xf0\x9f\x92\x90\n\n#PremiosMTVMiaw #MTVBRKPOPEXO @weareoneEXO \n#music #newsongs \n\nhttps://t.co/WnOs\xe2\x80\xa6'",4615,2,17,0
4/10/2018 23:56,9.83856E+17,2839073819,DaisyHobbs,"b'Hope this can make you laugh and feel better, @Lin_Manuel! \nWATCH FULL VIDEO HERE: https://t.co/UeuzFpZaGQ\xe2\x80\xa6 https://t.co/49QzMfAH78'",246,556,1,1
4/10/2018 23:56,9.83856E+17,9.66872E+17,man_speech,"b'RT @DocIvanSFN: For Doug, Helen and Brenda... Johnny Ramone. Download the fullsized desktop wallpaper here: https://t.co/xcOXGvXvat #Ramone\xe2\x80\xa6'",425,1319,16,0
4/10/2018 23:56,9.83856E+17,3389451513,JeansRadio,b'Now Playing:  The Cure - A Forest  \nhttps://t.co/6EPM9Pyk5e\nhttps://t.co/MGjqT4lYvS\n #rock  #music #radio',31236,31547,1,0
4/10/2018 23:56,9.83856E+17,158439650,WhatsOnBarbados,b'RT @RedDoorBarbados: This Wednesday\xe2\x80\xa6 come join us and try our amazing cocktails!\n.\n.\n.\n#RedDoorLounge #Barbados #BarLounge #Drinks #MidWeek\xe2\x80\xa6',8233,3624,4,0
4/10/2018 23:56,9.83856E+17,151888201,jsun888infinity,"b'Out of everything, SHE and her success is all I could want for my birthday. PEACE to our babygirl. LIKE AND SHARE.\xe2\x80\xa6 https://t.co/AEW3JCHRND'",353,501,0,2
4/10/2018 23:56,9.83856E+17,9.48343E+17,DNRsquad,b'RT @ScrivoComeNuoto: Toda the live-long dia:\nhttps://t.co/6e5e2VTQJU\n#music #love #pop #rock',4615,2,1,0
4/10/2018 23:56,9.83856E+17,9.7974E+17,vaha00153083,b'RT @HipHopZoom: Lil Crook \xe2\x80\x9cI\xe2\x80\x99m Winning\xe2\x80\x9d by Lil Crook  https://t.co/8rfJkwhWSN  #rap #hiphop #music https://t.co/3no8CUBwCk',31,899,17,0
4/10/2018 23:56,9.83856E+17,2659463904,stephrealzz,"b'Get in my bag \xf0\x9f\x92\xbc\xf0\x9f\x97\xa3 \n#newmusic #music #518 #viral #albany #newartist @ Albany, New York https://t.co/FwOCFOvRU8'",233,242,0,0
4/10/2018 23:56,9.83856E+17,9.48343E+17,DNRsquad,"b'RT @exo_songs: #CBX_BloomingDays 471K likes, 2.5M views \xf0\x9f\x92\x90\n\n#PremiosMTVMiaw #MTVBRKPOPEXO @weareoneEXO \n#music #newsongs #TuesdayMusic \n\nhtt\xe2\x80\xa6'",4615,2,10,0
4/10/2018 23:56,9.83856E+17,9.83625E+17,ypcyyyyy,"b'RT @exo_songs: #CBX_BloomingDays 471K likes, 2.5M views \xf0\x9f\x92\x90\n\n#PremiosMTVMiaw #MTVBRKPOPEXO @weareoneEXO \n#music #newsongs \n\nhttps://t.co/WnOs\xe2\x80\xa6'",51,56,16,0
4/10/2018 23:56,9.83856E+17,44569257,drummountain,b'It makes me wonder.  @msjessicajones whitewaterramble #ledzeppelin #stairwaytoheaven #music https://t.co/2KRV6Rpp1M',109,502,1,0
