ID,user_id,games
15560,53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome
44350,53875128,GRID 2
44350,53875128,GRID 2
212480,53875128,Sonic & All-Stars Racing Transformed
212480,53875128,Sonic & All-Stars Racing Transformed
204450,53875128,Call of Juarez Gunslinger
204450,53875128,Call of Juarez Gunslinger
108800,53875128,Crysis 2 Maximum Edition
108800,53875128,Crysis 2 Maximum Edition
246700,53875128,Strike Vector
246700,53875128,Strike Vector
233450,53875128,Prison Architect
233450,53875128,Prison Architect
21130,53875128,Lego Harry Potter
21130,53875128,Lego Harry Potter
238320,53875128,Outlast
238320,53875128,Outlast
221640,53875128,Super Hexagon
221640,53875128,Super Hexagon
256330,53875128,WRC 4 FIA WORLD RALLY CHAMPIONSHIP
256330,53875128,WRC 4 FIA WORLD RALLY CHAMPIONSHIP
20820,53875128,Shatter
20820,53875128,Shatter
219680,53875128,Proteus
219680,53875128,Proteus
94200,53875128,Jamestown
94200,53875128,Jamestown
239350,53875128,Spelunky
239350,53875128,Spelunky
283680,53875128,Astebreed
283680,53875128,Astebreed
248820,53875128,Risk of Rain
248820,53875128,Risk of Rain
355840,53875128,Survarium
355840,53875128,Survarium
367710,53875128,Afterlife Empire
367710,53875128,Afterlife Empire
238460,53875128,BattleBlock Theater
238460,53875128,BattleBlock Theater
63710,53875128,BIT.TRIP RUNNER
63710,53875128,BIT.TRIP RUNNER
264690,53875128,Coin Crypt
264690,53875128,Coin Crypt
245170,53875128,Skullgirls
245170,53875128,Skullgirls
241560,53875128,The Crew
241560,53875128,The Crew
285440,53875128,Crimzon Clover  WORLD IGNITION
285440,53875128,Crimzon Clover  WORLD IGNITION
71340,53875128,Sonic Generations
71340,53875128,Sonic Generations
222730,53875128,Reus
222730,53875128,Reus
293940,53875128,Kill The Bad Guy
297060,53875128,Freaking Meatbags
9480,53875128,Saints Row 2
223450,53875128,Dyad
230980,53875128,Starseed Pilgrim
341500,53875128,Camera Obscura
295750,53875128,The Floor is Jelly
40800,53875128,Super Meat Boy
65300,53875128,Dustforce
335840,53875128,Goats on a Bridge
238210,53875128,System Shock 2
18700,53875128,And Yet It Moves
26500,53875128,Cogs
242050,53875128,Assassin's Creed IV Black Flag
24780,53875128,SimCity 4 Deluxe
314230,53875128,Rodina
242820,53875128,140
108710,53875128,Alan Wake
13140,53875128,America's Army 3
242940,53875128,Anachronox
219890,53875128,Antichamber
325180,53875128,App Game Kit
278360,53875128,A Story About My Uncle
12900,53875128,Audiosurf
204300,53875128,Awesomenauts
253370,53875128,Axis Game Factory's AGFPRO 3.0
49600,53875128,Beat Hazard
104200,53875128,BEEP
243120,53875128,Betrayer
8850,53875128,BioShock 2
8870,53875128,BioShock Infinite
250340,53875128,Blockland
8980,53875128,Borderlands
26800,53875128,Braid
266130,53875128,Breach & Clear
107300,53875128,Breath of Death VII 
232790,53875128,Broken Age
225080,53875128,Brothers - A Tale of Two Sons
99810,53875128,Bulletstorm
95300,53875128,Capsized
204360,53875128,Castle Crashers
256290,53875128,Child of Light
293680,53875128,Cinders
262390,53875128,Cloudbuilt
570,301883131,Dota 2
4560,53875128,Company of Heroes
238430,53875128,Contagion
247020,53875128,"Cook, Serve, Delicious!"
26900,53875128,Crayon Physics Deluxe
223710,53875128,Cry of Fear
107310,53875128,Cthulhu Saves the World 
242980,53875128,Daikatana
50620,53875128,Darksiders
211400,53875128,Deadlight
47780,53875128,Dead Space 2
203810,53875128,Dear Esther
245470,53875128,Democracy 3
45700,53875128,Devil May Cry 4
321040,53875128,DiRT 3 Complete Edition
220440,53875128,DmC Devil May Cry
248610,53875128,Door Kickers
208140,53875128,Endless Space
207570,53875128,English Country Tune
21100,53875128,F.E.A.R. 3
22300,53875128,Fallout 3
13520,53875128,Far Cry
286340,53875128,FarSky
215710,53875128,Fieldrunners 2
239120,53875128,FINAL FANTASY III
39150,53875128,FINAL FANTASY VIII
259600,53875128,Finding Teddy
243220,53875128,FRACT OSC
44200,53875128,Galcon Fusion
292230,53875128,Game Character Hub
266310,53875128,GameGuru
322170,53875128,Geometry Dash
278930,53875128,Gigantic Army
274290,53875128,Gods Will Be Watching
232430,53875128,Gone Home
65540,53875128,Gothic
39500,53875128,Gothic 3
12750,53875128,GRID
214770,53875128,Guacamelee! Gold Edition
111900,53875128,Guardians of Middle-earth
70,53875128,Half-Life
239070,53875128,Hammerwatch
269210,53875128,Hero Siege
250400,53875128,How to Survive
327890,53875128,I am Bread
241320,53875128,Ittle Dew
220900,53875128,Jack Lumber
250260,53875128,Jazzpunk
6880,53875128,Just Cause
220200,53875128,Kerbal Space Program
261110,53875128,Killer is Dead
1250,53875128,Killing Floor
570,301883131,Dota 2
278570,53875128,Labyrinthine Dreams
35130,53875128,Lara Croft and the Guardian of Light
355530,53875128,Last Word
301220,53875128,Legends of Persia
48000,53875128,LIMBO
335670,53875128,LISA
221260,53875128,Little Inferno
42910,53875128,Magicka
24980,53875128,Mass Effect 2
204100,53875128,Max Payne 3
268240,53875128,Mechanic Escape
47790,53875128,Medal of Honor(TM) Single Player
218820,53875128,Mercenary Kings
250180,53875128,METAL SLUG 3
286690,53875128,Metro 2033 Redux
35000,53875128,Mini Ninjas
263620,53875128,Mitsurugi Kamui Hikae
295790,53875128,Never Alone (Kisima Ingitchuna)
253330,53875128,Neverending Nightmares
266210,53875128,One Way Heroics
305050,53875128,Outland
239030,53875128,"Papers, Please"
218620,53875128,PAYDAY 2
213030,53875128,Penny Arcade's On the Rain-Slick Precipice of Darkness 3
264140,53875128,Pixel Piracy
315430,53875128,Polarity
223470,53875128,POSTAL 2
290320,53875128,Project Temporality
9200,53875128,RAGE
228300,53875128,Remember Me
360010,53875128,Remnants Of Isolation
254700,53875128,resident evil 4 / biohazard 4
21690,53875128,Resident Evil 5 / Biohazard 5
222480,53875128,Resident Evil Revelations / Biohazard Revelations
107800,53875128,Rochard
220700,53875128,RPG Maker VX Ace
301970,53875128,Screencheat
218680,53875128,Scribblenauts Unlimited
234650,53875128,Shadowrun Returns
233130,53875128,Shadow Warrior
6120,53875128,Shank
228960,53875128,Skulls of the Shogun
200940,53875128,Sonic CD
244850,53875128,Space Engineers
99900,53875128,Spiral Knights
316830,53875128,Sprite Lamp
332360,53875128,Spriter Pro
241540,53875128,State of Decay
340050,53875128,Survivalist
46500,53875128,Syberia
46510,53875128,Syberia 2
105600,53875128,Terraria
237990,53875128,The Banner Saga
303210,53875128,The Beginner's Guide
204240,53875128,The Bridge
253110,53875128,The Cat Lady
272470,53875128,The Incredible Adventures of Van Helsing II
23310,53875128,The Last Remnant
305620,53875128,The Long Dark
231160,53875128,The Swapper
250320,53875128,The Wolf Among Us
239160,53875128,Thief
211600,53875128,Thief Gold
282070,53875128,This War of Mine
220780,53875128,Thomas Was Alone
4540,53875128,Titan Quest
203160,53875128,Tomb Raider
41500,53875128,Torchlight
248570,53875128,Toribash
237930,53875128,Transistor
391540,53875128,Undertale
249330,53875128,Unholy Heights
304930,53875128,Unturned
108500,53875128,Vessel
70300,53875128,VVVVVV
326730,53875128,Whisper of a Rose
207420,53875128,Wizorb
253610,53875128,Wrack
207350,53875128,Ys Origin
339280,234941318,Strife
440,140954425,Team Fortress 2
440,140954425,Team Fortress 2
65800,26122540,Dungeon Defenders
65800,26122540,Dungeon Defenders
304030,26122540,ArcheAge
570,176410694,Dota 2
570,176410694,Dota 2
570,197278511,Dota 2
570,197278511,Dota 2
440,150128162,Team Fortress 2
440,150128162,Team Fortress 2
570,197455089,Dota 2
570,197455089,Dota 2
440,297811211,Team Fortress 2
440,297811211,Team Fortress 2
304930,297811211,Unturned
304930,297811211,Unturned
630,76933274,Alien Swarm
630,76933274,Alien Swarm
570,218323237,Dota 2
570,218323237,Dota 2
203160,218323237,Tomb Raider
203160,218323237,Tomb Raider
323370,218323237,TERA
323370,218323237,TERA
570,302186258,Dota 2
570,302186258,Dota 2
570,126340495,Dota 2
570,126340495,Dota 2
252490,126340495,Rust
252490,126340495,Rust
206420,126340495,Saints Row IV
206420,126340495,Saints Row IV
440,126340495,Team Fortress 2
440,126340495,Team Fortress 2
201510,126340495,Flatout 3
201510,126340495,Flatout 3
4000,126340495,Garry's Mod
4000,126340495,Garry's Mod
238320,126340495,Outlast
238320,126340495,Outlast
301520,126340495,Robocraft
301520,126340495,Robocraft
331470,126340495,Everlasting Summer
331470,126340495,Everlasting Summer
236390,126340495,War Thunder
236390,126340495,War Thunder
223750,126340495,DCS World
223750,126340495,DCS World
380600,126340495,Fishing Planet
265770,126340495,Cannons Lasers Rockets
208090,126340495,Loadout
109600,126340495,Neverwinter
224260,126340495,No More Room in Hell
39120,126340495,RIFT
51100,126340495,Tactical Intervention
304930,126340495,Unturned
230410,126340495,Warframe
306830,126340495,Zombies Monsters Robots
248570,256193015,Toribash
570,194895541,Dota 2
570,194895541,Dota 2
51100,194895541,Tactical Intervention
51100,194895541,Tactical Intervention
570,170625356,Dota 2
570,170625356,Dota 2
550,159538705,Left 4 Dead 2
570,167362888,Dota 2
570,167362888,Dota 2
363970,208649703,Clicker Heroes
304930,208649703,Unturned
402840,299889828,Crusaders of the Lost Idols
412400,299889828,GASP
570,225987202,Dota 2
570,225987202,Dota 2
570,195071563,Dota 2
570,195071563,Dota 2
440,254906420,Team Fortress 2
440,254906420,Team Fortress 2
570,247160953,Dota 2
570,247160953,Dota 2
304930,308653033,Unturned
304930,308653033,Unturned
253710,308653033,theHunter
570,144138643,Dota 2
570,144138643,Dota 2
304930,197902002,Unturned
50130,97298878,Mafia II
50130,97298878,Mafia II
253030,97298878,Race The Sun
253030,97298878,Race The Sun
107200,97298878,Space Pirates and Zombies
107200,97298878,Space Pirates and Zombies
93200,97298878,Revenge of the Titans
93200,97298878,Revenge of the Titans
440,97298878,Team Fortress 2
440,97298878,Team Fortress 2
570,97298878,Dota 2
570,97298878,Dota 2
207650,97298878,A Virus Named TOM
207650,97298878,A Virus Named TOM
25800,97298878,Europa Universalis III
25800,97298878,Europa Universalis III
204300,97298878,Awesomenauts
204300,97298878,Awesomenauts
238530,97298878,Super Puzzle Platformer Deluxe
238530,97298878,Super Puzzle Platformer Deluxe
40800,97298878,Super Meat Boy
40800,97298878,Super Meat Boy
48000,97298878,LIMBO
48000,97298878,LIMBO
214560,97298878,Mark of the Ninja
214560,97298878,Mark of the Ninja
17410,97298878,Mirror's Edge
17410,97298878,Mirror's Edge
108800,97298878,Crysis 2 Maximum Edition
108800,97298878,Crysis 2 Maximum Edition
3270,97298878,Painkiller Overdose
3270,97298878,Painkiller Overdose
26500,97298878,Cogs
26500,97298878,Cogs
26900,97298878,Crayon Physics Deluxe
26900,97298878,Crayon Physics Deluxe
29180,97298878,Osmos
29180,97298878,Osmos
264280,97298878,99 Levels To Hell
211440,97298878,Adventures of Shuggy
18700,97298878,And Yet It Moves
107100,97298878,Bastion
63710,97298878,BIT.TRIP RUNNER
26800,97298878,Braid
299260,97298878,Commando Jack
209670,97298878,Cortex Command
17470,97298878,Dead Space
70000,97298878,Dino D-Day
214550,97298878,Eets Munchies
253980,97298878,Enclave
224760,97298878,FEZ
111900,97298878,Guardians of Middle-earth
41100,97298878,Hammerfight
221260,97298878,Little Inferno
40700,97298878,Machinarium
47790,97298878,Medal of Honor(TM) Single Player
43110,97298878,Metro 2033
8600,97298878,RACE 07
211500,97298878,RaceRoom Racing Experience 
211600,97298878,Thief Gold
70300,97298878,VVVVVV
299460,97298878,Woodle Tree Adventures
2850,97298878,X-Tension
243870,173909336,Tom Clancy's Ghost Recon Phantoms - NA
243870,173909336,Tom Clancy's Ghost Recon Phantoms - NA
113400,173909336,APB Reloaded
113400,173909336,APB Reloaded
13140,173909336,America's Army 3
107900,173909336,War Inc. Battlezone
570,198572546,Dota 2
570,198572546,Dota 2
570,219509107,Dota 2
570,219509107,Dota 2
570,202906503,Dota 2
570,202906503,Dota 2
251570,92107940,7 Days to Die
251570,92107940,7 Days to Die
4000,92107940,Garry's Mod
4000,92107940,Garry's Mod
219150,92107940,Hotline Miami
219150,92107940,Hotline Miami
265930,92107940,Goat Simulator
265930,92107940,Goat Simulator
8870,92107940,BioShock Infinite
570,251431515,Dota 2
570,251431515,Dota 2
224060,233558010,Deadpool
224060,233558010,Deadpool
440,99189757,Team Fortress 2
440,99189757,Team Fortress 2
208090,99189757,Loadout
10,30695285,Counter-Strike
10,30695285,Counter-Strike
30,30695285,Day of Defeat
40,30695285,Deathmatch Classic
60,30695285,Ricochet
234140,259648553,Mad Max
234140,259648553,Mad Max
570,201069271,Dota 2
570,201069271,Dota 2
10,48845802,Counter-Strike
10,48845802,Counter-Strike
204360,48845802,Castle Crashers
204360,48845802,Castle Crashers
500,48845802,Left 4 Dead
500,48845802,Left 4 Dead
386360,48845802,SMITE
386360,48845802,SMITE
60,48845802,Ricochet
60,48845802,Ricochet
30,48845802,Day of Defeat
40,48845802,Deathmatch Classic
304930,226212066,Unturned
304930,226212066,Unturned
4000,226212066,Garry's Mod
4000,226212066,Garry's Mod
218620,226212066,PAYDAY 2
218620,226212066,PAYDAY 2
440,226212066,Team Fortress 2
440,226212066,Team Fortress 2
346900,226212066,AdVenture Capitalist
346900,226212066,AdVenture Capitalist
278970,226212066,DiggerOnline
278970,226212066,DiggerOnline
355840,226212066,Survarium
355840,226212066,Survarium
227940,226212066,Heroes & Generals
227940,226212066,Heroes & Generals
290730,226212066,My Lands
335330,226212066,Brick-Force
253710,226212066,theHunter
570,221430493,Dota 2
570,221430493,Dota 2
207230,221430493,Archeblade
10,62923086,Counter-Strike
10,62923086,Counter-Strike
30,62923086,Day of Defeat
40,62923086,Deathmatch Classic
70,62923086,Half-Life
60,62923086,Ricochet
20,62923086,Team Fortress Classic
234630,250006052,Project CARS
234630,250006052,Project CARS
232790,65117175,Broken Age
232790,65117175,Broken Age
290710,65117175,Cloud Chamber
290710,65117175,Cloud Chamber
115110,65117175,Stacking
115110,65117175,Stacking
38600,65117175,Faerie Solitaire
38600,65117175,Faerie Solitaire
237850,65117175,Dreamfall Chapters
237850,65117175,Dreamfall Chapters
72200,65117175,Universe Sandbox
72200,65117175,Universe Sandbox
620,65117175,Portal 2
620,65117175,Portal 2
38700,65117175,Toki Tori
38700,65117175,Toki Tori
15500,65117175,The Wonderful End of the World
15500,65117175,The Wonderful End of the World
70100,65117175,Hacker Evolution
70100,65117175,Hacker Evolution
400,65117175,Portal
400,65117175,Portal
220780,65117175,Thomas Was Alone
220780,65117175,Thomas Was Alone
221260,65117175,Little Inferno
221260,65117175,Little Inferno
63710,65117175,BIT.TRIP RUNNER
63710,65117175,BIT.TRIP RUNNER
221910,65117175,The Stanley Parable
221910,65117175,The Stanley Parable
115100,65117175,Costume Quest
115100,65117175,Costume Quest
38720,65117175,RUSH
38720,65117175,RUSH
277270,65117175,Return to Mysterious Island 2
277270,65117175,Return to Mysterious Island 2
22000,65117175,World of Goo
22000,65117175,World of Goo
104600,65117175,Portal 2 - The Final Hours
104600,65117175,Portal 2 - The Final Hours
15520,65117175,AaAaAA!!! - A Reckless Disregard for Gravity
15520,65117175,AaAaAA!!! - A Reckless Disregard for Gravity
12900,65117175,Audiosurf
12900,65117175,Audiosurf
40700,65117175,Machinarium
40700,65117175,Machinarium
70300,65117175,VVVVVV
70300,65117175,VVVVVV
200010,65117175,Quantum Conundrum
200010,65117175,Quantum Conundrum
202750,65117175,Alan Wake's American Nightmare
202750,65117175,Alan Wake's American Nightmare
35460,65117175,The Ball
35460,65117175,The Ball
200710,65117175,Torchlight II
200710,65117175,Torchlight II
94200,65117175,Jamestown
94200,65117175,Jamestown
63700,65117175,BIT.TRIP BEAT
63700,65117175,BIT.TRIP BEAT
26800,65117175,Braid
26800,65117175,Braid
207650,65117175,A Virus Named TOM
207650,65117175,A Virus Named TOM
55040,65117175,Atom Zombie Smasher 
55040,65117175,Atom Zombie Smasher 
440,65117175,Team Fortress 2
440,65117175,Team Fortress 2
40800,65117175,Super Meat Boy
40800,65117175,Super Meat Boy
15540,65117175,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby)
15540,65117175,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby)
107100,65117175,Bastion
107100,65117175,Bastion
29180,65117175,Osmos
29180,65117175,Osmos
26500,65117175,Cogs
26500,65117175,Cogs
207690,65117175,Botanicula
207690,65117175,Botanicula
1250,65117175,Killing Floor
1250,65117175,Killing Floor
18700,65117175,And Yet It Moves
18700,65117175,And Yet It Moves
99700,65117175,NightSky
99700,65117175,NightSky
108200,65117175,Ticket to Ride
108200,65117175,Ticket to Ride
203810,65117175,Dear Esther
203810,65117175,Dear Esther
26900,65117175,Crayon Physics Deluxe
26900,65117175,Crayon Physics Deluxe
61100,65117175,Lucid
61100,65117175,Lucid
105300,65117175,Critical Mass
105300,65117175,Critical Mass
9500,65117175,Gish
24420,65117175,Aquaria
275180,65117175,Costume Quest 2
303390,65117175,Dead Bits
221540,65117175,Defense Grid 2
96100,65117175,Defy Gravity
332800,65117175,Five Nights at Freddy's 2
41100,65117175,Hammerfight
550,65117175,Left 4 Dead 2
25010,65117175,Lugaru HD 
268240,65117175,Mechanic Escape
12160,65117175,Midnight Club II
315430,65117175,Polarity
3830,65117175,Psychonauts
253030,65117175,Race The Sun
201570,65117175,Really Big Sky
93200,65117175,Revenge of the Titans
335210,65117175,Rift's Cave
4300,65117175,RoboBlitz
40720,65117175,Samorost 2
210770,65117175,Sanctum 2
6120,65117175,Shank
232450,65117175,SolForge
251830,65117175,Stick It To The Man!
257510,65117175,The Talos Principle
570,227944885,Dota 2
570,227944885,Dota 2
570,144004384,Dota 2
570,144004384,Dota 2
440,236557903,Team Fortress 2
440,236557903,Team Fortress 2
302830,236557903,BLOCKADE 3D
302830,236557903,BLOCKADE 3D
440,11373749,Team Fortress 2
440,11373749,Team Fortress 2
252950,11373749,Rocket League
252950,11373749,Rocket League
550,11373749,Left 4 Dead 2
550,11373749,Left 4 Dead 2
12900,11373749,Audiosurf
12900,11373749,Audiosurf
22370,11373749,Fallout 3 - Game of the Year Edition
22370,11373749,Fallout 3 - Game of the Year Edition
105600,11373749,Terraria
105600,11373749,Terraria
48190,11373749,Assassin's Creed Brotherhood
